Div;Date;HomeTeam;AwayTeam;FTR;HS;AS;HY;AY;HR;AR
D1;27.09.15;Dortmund;Darmstadt;D;16;4;0;2;0;0
D1;27.09.15;Ein Frankfurt;Hertha;D;11;14;2;1;0;0
D1;02.10.15;Darmstadt;Mainz;A;14;14;1;2;0;0
D1;03.10.15;Hannover;Werder Bremen;H;12;19;4;1;0;0
D1;03.10.15;Hertha;Hamburg;H;13;8;1;1;0;0
D1;03.10.15;Hoffenheim;Stuttgart;D;11;18;3;1;0;0
D1;03.10.15;Ingolstadt;Ein Frankfurt;H;14;12;1;2;0;0
D1;03.10.15;M'gladbach;Wolfsburg;H;10;10;2;3;0;0
D1;04.10.15;Bayern Munich;Dortmund;H;14;10;3;1;0;0
D1;04.10.15;Leverkusen;Augsburg;D;22;3;2;3;0;0
D1;04.10.15;Schalke 04;FC Koln;A;17;12;2;2;0;0
D1;16.10.15;Mainz;Dortmund;A;11;16;2;1;0;0
D1;17.10.15;Augsburg;Darmstadt;A;20;12;2;3;0;0
D1;17.10.15;Ein Frankfurt;M'gladbach;A;7;16;4;3;0;0
D1;17.10.15;Hamburg;Leverkusen;D;8;10;6;2;0;0
D1;17.10.15;Schalke 04;Hertha;H;19;9;3;4;0;1
D1;17.10.15;Werder Bremen;Bayern Munich;A;8;13;2;2;0;0
D1;17.10.15;Wolfsburg;Hoffenheim;H;16;7;4;0;0;0
D1;18.10.15;FC Koln;Hannover;A;16;8;3;2;0;0
D1;18.10.15;Stuttgart;Ingolstadt;H;12;11;3;1;1;0
D1;23.10.15;Hoffenheim;Hamburg;A;12;20;2;4;1;0
D1;24.10.15;Bayern Munich;FC Koln;H;26;4;1;1;0;0
D1;24.10.15;Darmstadt;Wolfsburg;A;9;19;2;1;0;0
D1;24.10.15;Hannover;Ein Frankfurt;A;10;5;1;4;0;0
D1;24.10.15;Ingolstadt;Hertha;A;18;5;2;3;0;0
D1;24.10.15;Leverkusen;Stuttgart;H;19;12;2;4;0;0
D1;24.10.15;Mainz;Werder Bremen;A;16;14;2;1;0;0
D1;25.10.15;Dortmund;Augsburg;H;19;4;0;2;0;0
D1;25.10.15;M'gladbach;Schalke 04;H;16;13;2;3;0;1
D1;30.10.15;Ein Frankfurt;Bayern Munich;D;8;10;4;2;0;0
D1;31.10.15;Augsburg;Mainz;D;25;10;3;3;0;0
D1;31.10.15;FC Koln;Hoffenheim;D;13;10;2;1;0;0
D1;31.10.15;Hertha;M'gladbach;A;14;11;2;1;0;0
D1;31.10.15;Schalke 04;Ingolstadt;D;18;7;1;2;0;0
D1;31.10.15;Werder Bremen;Dortmund;A;8;11;3;0;0;0
D1;31.10.15;Wolfsburg;Leverkusen;H;13;15;0;2;0;0
D1;01.11.15;Hamburg;Hannover;A;17;5;0;0;0;0
D1;01.11.15;Stuttgart;Darmstadt;H;18;17;3;2;0;0
D1;06.11.15;Hannover;Hertha;A;7;12;2;3;0;0
D1;07.11.15;Bayern Munich;Stuttgart;H;33;5;0;0;0;0
D1;07.11.15;Darmstadt;Hamburg;D;15;8;4;2;0;0
D1;07.11.15;Hoffenheim;Ein Frankfurt;D;8;17;1;3;0;0
D1;07.11.15;Leverkusen;FC Koln;A;12;17;1;2;1;0
D1;07.11.15;Mainz;Wolfsburg;H;12;8;2;3;0;1
D1;07.11.15;M'gladbach;Ingolstadt;D;11;14;1;6;1;0
D1;08.11.15;Augsburg;Werder Bremen;A;18;15;1;4;0;0
D1;08.11.15;Dortmund;Schalke 04;H;14;9;3;4;0;0
D1;20.11.15;Hamburg;Dortmund;H;7;21;0;1;0;0
D1;21.11.15;Ein Frankfurt;Leverkusen;A;9;17;2;1;0;0
D1;21.11.15;FC Koln;Mainz;D;14;7;1;1;0;0
D1;21.11.15;M'gladbach;Hannover;H;21;14;1;1;0;0
D1;21.11.15;Schalke 04;Bayern Munich;A;5;24;2;0;0;0
D1;21.11.15;Stuttgart;Augsburg;A;18;13;2;1;0;0
D1;21.11.15;Wolfsburg;Werder Bremen;H;21;9;0;2;0;0
D1;22.11.15;Hertha;Hoffenheim;H;1;7;2;1;0;0
D1;22.11.15;Ingolstadt;Darmstadt;H;16;8;2;3;0;0
D1;27.11.15;Darmstadt;FC Koln;D;9;12;2;1;0;0
D1;28.11.15;Bayern Munich;Hertha;H;24;4;0;3;0;0
D1;28.11.15;Hannover;Ingolstadt;H;8;11;3;3;0;0
D1;28.11.15;Hoffenheim;M'gladbach;D;18;16;2;1;0;0
D1;28.11.15;Mainz;Ein Frankfurt;H;14;15;4;2;0;1
D1;28.11.15;Werder Bremen;Hamburg;A;14;13;2;1;0;0
D1;29.11.15;Augsburg;Wolfsburg;D;13;17;3;2;0;1
D1;29.11.15;Dortmund;Stuttgart;H;14;8;1;0;0;0
D1;29.11.15;Leverkusen;Schalke 04;D;18;8;1;2;0;0
D1;04.12.15;Schalke 04;Hannover;H;26;7;1;1;0;0
D1;05.12.15;FC Koln;Augsburg;A;22;22;2;4;0;0
D1;05.12.15;Hamburg;Mainz;A;20;11;2;1;0;0
D1;05.12.15;Hertha;Leverkusen;H;10;8;1;3;0;1
D1;05.12.15;Ingolstadt;Hoffenheim;D;9;7;2;1;0;0
D1;05.12.15;M'gladbach;Bayern Munich;H;13;22;1;2;0;0
D1;05.12.15;Wolfsburg;Dortmund;A;22;14;3;2;0;0
D1;06.12.15;Ein Frankfurt;Darmstadt;A;15;19;4;3;0;0
D1;06.12.15;Stuttgart;Werder Bremen;D;12;7;2;2;0;0
D1;11.12.15;Mainz;Stuttgart;D;6;11;1;1;0;0
D1;12.12.15;Bayern Munich;Ingolstadt;H;14;9;2;1;0;0
D1;12.12.15;Darmstadt;Hertha;A;10;9;4;1;0;0
D1;12.12.15;Hoffenheim;Hannover;H;14;19;1;3;0;0
D1;12.12.15;Leverkusen;M'gladbach;H;14;6;0;2;0;0
D1;12.12.15;Werder Bremen;FC Koln;D;10;12;3;2;0;0
D1;12.12.15;Wolfsburg;Hamburg;D;19;5;1;4;0;0
D1;13.12.15;Augsburg;Schalke 04;H;22;15;2;1;0;0
D1;13.12.15;Dortmund;Ein Frankfurt;H;24;3;0;0;0;1
D1;18.12.15;Schalke 04;Hoffenheim;H;16;18;1;2;0;0
D1;19.12.15;Ein Frankfurt;Werder Bremen;H;16;11;3;5;0;0
D1;19.12.15;FC Koln;Dortmund;H;14;14;3;1;0;0
D1;19.12.15;Hamburg;Augsburg;A;14;17;0;2;0;0
D1;19.12.15;Hannover;Bayern Munich;A;6;20;0;0;0;0
D1;19.12.15;Ingolstadt;Leverkusen;A;11;9;2;3;0;0
D1;19.12.15;Stuttgart;Wolfsburg;H;9;17;1;1;1;0
D1;20.12.15;Hertha;Mainz;H;7;5;0;0;0;0
D1;20.12.15;M'gladbach;Darmstadt;H;13;15;1;4;1;0
D1;22.01.16;Hamburg;Bayern Munich;A;7;20;4;2;0;0
D1;23.01.16;FC Koln;Stuttgart;A;15;16;0;1;0;0
D1;23.01.16;Hannover;Darmstadt;A;13;13;2;5;0;0
D1;23.01.16;Hertha;Augsburg;D;12;11;2;3;0;0
D1;23.01.16;Hoffenheim;Leverkusen;D;5;17;2;2;0;0
D1;23.01.16;Ingolstadt;Mainz;H;9;7;2;2;0;0
D1;23.01.16;M'gladbach;Dortmund;A;10;12;1;1;0;0
D1;24.01.16;Ein Frankfurt;Wolfsburg;H;12;18;2;0;0;0
D1;24.01.16;Schalke 04;Werder Bremen;A;20;17;1;3;0;0
D1;29.01.16;Mainz;M'gladbach;H;13;12;0;2;0;0
D1;30.01.16;Augsburg;Ein Frankfurt;D;7;13;2;2;0;0
D1;30.01.16;Darmstadt;Schalke 04;A;6;11;3;2;0;0
D1;30.01.16;Dortmund;Ingolstadt;H;11;5;4;2;0;0
D1;30.01.16;Leverkusen;Hannover;H;14;7;0;3;0;0
D1;30.01.16;Stuttgart;Hamburg;H;24;13;1;3;0;0
D1;30.01.16;Werder Bremen;Hertha;D;16;12;3;3;0;0
D1;31.01.16;Bayern Munich;Hoffenheim;H;29;5;1;1;0;0
D1;31.01.16;Wolfsburg;FC Koln;D;17;11;3;1;0;0
D1;05.02.16;M'gladbach;Werder Bremen;H;17;15;1;2;0;0
D1;06.02.16;Ein Frankfurt;Stuttgart;A;17;16;1;1;1;1
D1;06.02.16;Hannover;Mainz;A;9;14;1;2;0;0
D1;06.02.16;Hertha;Dortmund;D;10;9;0;2;0;0
D1;06.02.16;Ingolstadt;Augsburg;H;24;7;2;3;0;0
D1;06.02.16;Leverkusen;Bayern Munich;D;6;9;0;0;0;1
D1;06.02.16;Schalke 04;Wolfsburg;H;15;14;2;3;0;0
D1;07.02.16;Hamburg;FC Koln;D;5;20;5;2;0;0
D1;07.02.16;Hoffenheim;Darmstadt;A;12;11;1;3;0;0
D1;12.02.16;Mainz;Schalke 04;H;11;14;3;1;0;0
D1;13.02.16;Darmstadt;Leverkusen;A;12;14;6;3;0;0
D1;13.02.16;Dortmund;Hannover;H;14;4;1;1;0;0
D1;13.02.16;FC Koln;Ein Frankfurt;H;11;14;2;6;0;0
D1;13.02.16;Stuttgart;Hertha;H;15;7;3;3;0;0
D1;13.02.16;Werder Bremen;Hoffenheim;D;17;11;1;3;0;1
D1;13.02.16;Wolfsburg;Ingolstadt;H;8;11;0;0;0;0
D1;14.02.16;Augsburg;Bayern Munich;A;7;24;0;1;0;0
D1;14.02.16;Hamburg;M'gladbach;H;17;10;3;1;0;0
D1;19.02.16;Ein Frankfurt;Hamburg;D;8;10;2;3;0;0
D1;20.02.16;Bayern Munich;Darmstadt;H;36;6;2;0;0;0
D1;20.02.16;Hertha;Wolfsburg;D;9;13;3;2;0;0
D1;20.02.16;Hoffenheim;Mainz;H;13;13;1;2;0;0
D1;20.02.16;Ingolstadt;Werder Bremen;H;9;12;2;2;0;0
D1;20.02.16;M'gladbach;FC Koln;H;16;12;2;3;0;0
D1;21.02.16;Hannover;Augsburg;A;16;11;2;2;0;0
D1;21.02.16;Leverkusen;Dortmund;A;9;7;5;1;0;0
D1;21.02.16;Schalke 04;Stuttgart;D;15;19;3;1;0;0
D1;26.02.16;FC Koln;Hertha;A;15;10;2;2;0;0
D1;27.02.16;Hamburg;Ingolstadt;D;7;12;3;5;0;0
D1;27.02.16;Stuttgart;Hannover;A;22;12;1;3;0;0
D1;27.02.16;Werder Bremen;Darmstadt;D;16;8;3;3;0;0
D1;27.02.16;Wolfsburg;Bayern Munich;A;12;14;0;1;0;0
D1;28.02.16;Augsburg;M'gladbach;D;24;10;0;0;0;0
D1;28.02.16;Dortmund;Hoffenheim;H;26;9;0;0;0;1
D1;28.02.16;Ein Frankfurt;Schalke 04;D;11;7;1;2;0;0
D1;28.02.16;Mainz;Leverkusen;H;14;12;1;1;0;0
D1;01.03.16;Hannover;Wolfsburg;A;6;23;2;1;0;0
D1;01.03.16;Ingolstadt;FC Koln;D;14;8;2;1;0;0
D1;02.03.16;Bayern Munich;Mainz;A;16;5;1;2;0;0
D1;02.03.16;Darmstadt;Dortmund;A;5;13;0;1;0;0
D1;02.03.16;Hertha;Ein Frankfurt;H;11;11;3;2;0;0
D1;02.03.16;Hoffenheim;Augsburg;H;14;14;2;4;0;0
D1;02.03.16;Leverkusen;Werder Bremen;A;16;11;1;1;0;0
D1;02.03.16;M'gladbach;Stuttgart;H;14;9;1;2;0;0
D1;02.03.16;Schalke 04;Hamburg;H;26;8;2;0;0;1
D1;05.03.16;Augsburg;Leverkusen;D;10;20;2;1;1;0
D1;05.03.16;Dortmund;Bayern Munich;D;11;17;1;1;0;0
D1;05.03.16;Ein Frankfurt;Ingolstadt;D;21;12;5;4;0;1
D1;05.03.16;FC Koln;Schalke 04;A;17;18;1;0;0;0
D1;05.03.16;Stuttgart;Hoffenheim;H;21;13;1;2;0;0
D1;05.03.16;Werder Bremen;Hannover;H;14;15;2;2;0;0
D1;05.03.16;Wolfsburg;M'gladbach;H;11;14;2;3;0;0
D1;06.03.16;Hamburg;Hertha;H;14;3;4;1;0;0
D1;06.03.16;Mainz;Darmstadt;D;11;15;0;5;1;0
D1;11.03.16;Hertha;Schalke 04;H;16;15;2;1;0;0
D1;12.03.16;Bayern Munich;Werder Bremen;H;20;2;1;3;0;0
D1;12.03.16;Darmstadt;Augsburg;D;11;16;2;1;0;0
D1;12.03.16;Hannover;FC Koln;A;17;12;1;1;0;0
D1;12.03.16;Hoffenheim;Wolfsburg;H;11;15;1;1;0;0
D1;12.03.16;Ingolstadt;Stuttgart;D;22;16;2;3;0;0
D1;12.03.16;M'gladbach;Ein Frankfurt;H;16;4;1;3;0;0
D1;13.03.16;Dortmund;Mainz;H;22;4;0;0;0;0
D1;13.03.16;Leverkusen;Hamburg;H;14;10;4;2;1;0
D1;18.03.16;Schalke 04;M'gladbach;H;6;22;1;0;0;0
D1;19.03.16;Ein Frankfurt;Hannover;H;11;8;1;3;0;0
D1;19.03.16;FC Koln;Bayern Munich;A;6;6;1;1;0;0
D1;19.03.16;Hamburg;Hoffenheim;A;24;14;3;1;0;0
D1;19.03.16;Hertha;Ingolstadt;H;7;9;2;3;0;0
D1;19.03.16;Werder Bremen;Mainz;D;11;10;2;2;0;0
D1;19.03.16;Wolfsburg;Darmstadt;D;20;11;1;1;0;0
D1;20.03.16;Augsburg;Dortmund;A;7;13;4;1;0;0
D1;20.03.16;Stuttgart;Leverkusen;A;14;15;3;3;0;0
D1;01.04.16;Leverkusen;Wolfsburg;H;12;10;0;4;0;0
D1;02.04.16;Bayern Munich;Ein Frankfurt;H;21;4;2;5;0;0
D1;02.04.16;Darmstadt;Stuttgart;D;15;9;4;1;0;0
D1;02.04.16;Dortmund;Werder Bremen;H;23;9;1;3;0;0
D1;02.04.16;Hannover;Hamburg;A;16;9;1;1;0;0
D1;02.04.16;Ingolstadt;Schalke 04;H;12;9;1;5;0;0
D1;02.04.16;Mainz;Augsburg;H;19;14;1;2;0;0
D1;03.04.16;Hoffenheim;FC Koln;D;15;9;2;1;0;0
D1;03.04.16;M'gladbach;Hertha;H;17;7;1;2;0;0
D1;08.04.16;Hertha;Hannover;D;13;11;3;4;0;0
D1;09.04.16;Ein Frankfurt;Hoffenheim;A;12;8;3;4;0;0
D1;09.04.16;Hamburg;Darmstadt;A;9;9;3;2;0;0
D1;09.04.16;Ingolstadt;M'gladbach;H;15;7;1;1;0;0
D1;09.04.16;Stuttgart;Bayern Munich;A;9;13;1;3;0;0
D1;09.04.16;Werder Bremen;Augsburg;A;17;4;2;5;0;0
D1;09.04.16;Wolfsburg;Mainz;D;16;17;2;2;1;0
D1;10.04.16;FC Koln;Leverkusen;A;18;12;1;2;1;1
D1;10.04.16;Schalke 04;Dortmund;D;10;16;5;3;0;0
D1;15.04.16;Hannover;M'gladbach;H;12;8;2;0;0;0
D1;16.04.16;Augsburg;Stuttgart;H;13;10;2;0;0;0
D1;16.04.16;Bayern Munich;Schalke 04;H;14;7;0;0;0;0
D1;16.04.16;Darmstadt;Ingolstadt;H;6;8;2;3;0;0
D1;16.04.16;Hoffenheim;Hertha;H;17;10;2;0;0;0
D1;16.04.16;Leverkusen;Ein Frankfurt;H;12;9;4;3;0;0
D1;16.04.16;Werder Bremen;Wolfsburg;H;21;8;1;5;0;0
D1;17.04.16;Dortmund;Hamburg;H;14;5;0;0;0;1
D1;17.04.16;Mainz;FC Koln;A;18;12;1;2;0;0
D1;22.04.16;Hamburg;Werder Bremen;H;12;21;3;4;0;0
D1;23.04.16;FC Koln;Darmstadt;H;15;15;2;2;0;0
D1;23.04.16;Hertha;Bayern Munich;A;9;6;0;4;0;0
D1;23.04.16;Ingolstadt;Hannover;D;8;14;2;2;1;0
D1;23.04.16;Schalke 04;Leverkusen;A;20;16;3;3;0;0
D1;23.04.16;Stuttgart;Dortmund;A;8;16;0;1;0;0
D1;23.04.16;Wolfsburg;Augsburg;A;19;8;0;2;0;0
D1;24.04.16;Ein Frankfurt;Mainz;H;8;7;4;4;0;0
D1;24.04.16;M'gladbach;Hoffenheim;H;24;14;1;2;0;0
D1;29.04.16;Augsburg;FC Koln;D;13;8;3;2;0;1
D1;30.04.16;Bayern Munich;M'gladbach;D;9;8;2;1;0;0
D1;30.04.16;Darmstadt;Ein Frankfurt;A;11;12;2;2;0;0
D1;30.04.16;Dortmund;Wolfsburg;H;20;6;2;0;0;0
D1;30.04.16;Hannover;Schalke 04;A;21;10;0;0;0;0
D1;30.04.16;Hoffenheim;Ingolstadt;H;10;16;3;4;0;0
D1;30.04.16;Leverkusen;Hertha;H;18;9;1;6;0;0
D1;30.04.16;Mainz;Hamburg;D;12;7;0;3;0;0
D1;02.05.16;Werder Bremen;Stuttgart;H;16;13;1;1;0;0
D1;07.05.16;Ein Frankfurt;Dortmund;H;6;13;5;3;0;0
D1;07.05.16;FC Koln;Werder Bremen;D;9;13;3;2;0;0
D1;07.05.16;Hamburg;Wolfsburg;A;5;11;0;0;0;0
D1;07.05.16;Hannover;Hoffenheim;H;15;15;3;2;0;0
D1;07.05.16;Hertha;Darmstadt;A;17;7;3;1;0;1
D1;07.05.16;Ingolstadt;Bayern Munich;A;16;12;2;3;0;0
D1;07.05.16;M'gladbach;Leverkusen;H;14;17;2;2;0;0
D1;07.05.16;Schalke 04;Augsburg;D;20;5;1;5;0;0
D1;07.05.16;Stuttgart;Mainz;A;8;19;3;2;0;0
D1;14.05.16;Augsburg;Hamburg;A;12;13;3;3;0;0
D1;14.05.16;Bayern Munich;Hannover;H;20;20;0;1;0;0
D1;14.05.16;Darmstadt;M'gladbach;A;9;21;3;0;0;0
D1;14.05.16;Dortmund;FC Koln;D;13;6;1;0;0;0
D1;14.05.16;Hoffenheim;Schalke 04;A;14;12;1;1;0;0
D1;14.05.16;Leverkusen;Ingolstadt;H;10;21;1;1;0;0
D1;14.05.16;Mainz;Hertha;D;7;11;3;3;0;1
D1;14.05.16;Werder Bremen;Ein Frankfurt;H;14;4;4;2;0;0
D1;14.05.16;Wolfsburg;Stuttgart;H;17;13;2;2;0;0
