Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HS;AS;HST;AST;HY;AY;HR;AR
D1;04.11.12;Werder Bremen;Mainz;2;1;H;17;13;4;4;1;3;0;0
D1;09.11.12;Mainz;Nurnberg;2;1;H;12;10;2;3;5;5;0;0
D1;10.11.12;Augsburg;Dortmund;1;3;A;16;16;8;4;2;2;0;0
D1;10.11.12;Bayern Munich;Ein Frankfurt;2;0;H;19;13;12;2;0;3;0;0
D1;10.11.12;Fortuna Dusseldorf;Hoffenheim;1;1;D;11;4;3;1;1;1;0;1
D1;10.11.12;Freiburg;Hamburg;0;0;D;16;9;3;4;2;3;0;1
D1;10.11.12;Schalke 04;Werder Bremen;2;1;H;5;9;4;3;1;1;0;0
D1;11.11.12;Greuther Furth;M'gladbach;2;4;A;11;10;3;7;2;0;2;0
D1;11.11.12;Stuttgart;Hannover;2;4;A;13;10;8;4;2;3;0;0
D1;11.11.12;Wolfsburg;Leverkusen;3;1;H;12;9;6;4;1;3;0;0
D1;17.11.12;Dortmund;Greuther Furth;3;1;H;15;5;6;2;2;2;0;0
D1;17.11.12;Ein Frankfurt;Augsburg;4;2;H;19;7;4;2;1;3;0;0
D1;17.11.12;Hamburg;Mainz;1;0;H;10;14;4;3;2;1;0;0
D1;17.11.12;Hannover;Freiburg;1;2;A;15;21;5;8;2;1;0;0
D1;17.11.12;Leverkusen;Schalke 04;2;0;H;18;8;7;3;1;2;0;1
D1;17.11.12;M'gladbach;Stuttgart;1;2;A;12;13;5;6;3;4;0;0
D1;17.11.12;Nurnberg;Bayern Munich;1;1;D;7;7;2;4;3;2;1;0
D1;18.11.12;Hoffenheim;Wolfsburg;1;3;A;25;8;7;4;2;1;0;0
D1;18.11.12;Werder Bremen;Fortuna Dusseldorf;2;1;H;22;4;6;3;3;3;1;0
D1;23.11.12;Fortuna Dusseldorf;Hamburg;2;0;H;11;13;3;4;2;3;0;0
D1;24.11.12;Bayern Munich;Hannover;5;0;H;19;8;14;5;2;3;0;0
D1;24.11.12;Greuther Furth;Nurnberg;0;0;D;5;3;1;0;2;2;1;1
D1;24.11.12;Mainz;Dortmund;1;2;A;10;12;3;5;4;0;0;0
D1;24.11.12;Schalke 04;Ein Frankfurt;1;1;D;18;11;4;2;1;1;0;1
D1;24.11.12;Wolfsburg;Werder Bremen;1;1;D;14;12;5;2;2;2;0;1
D1;25.11.12;Augsburg;M'gladbach;1;1;D;13;9;1;3;1;2;0;0
D1;25.11.12;Freiburg;Stuttgart;3;0;H;26;10;11;2;2;3;0;0
D1;25.11.12;Hoffenheim;Leverkusen;1;2;A;24;8;5;4;1;2;0;0
D1;27.11.12;Dortmund;Fortuna Dusseldorf;1;1;D;22;5;7;1;1;1;0;1
D1;27.11.12;Ein Frankfurt;Mainz;1;3;A;11;10;6;5;2;1;0;1
D1;27.11.12;Hamburg;Schalke 04;3;1;H;19;20;6;8;2;1;0;0
D1;27.11.12;Hannover;Greuther Furth;2;0;H;12;11;5;3;1;1;0;0
D1;28.11.12;Freiburg;Bayern Munich;0;2;A;10;12;4;6;1;1;1;0
D1;28.11.12;M'gladbach;Wolfsburg;2;0;H;12;17;6;6;1;2;0;0
D1;28.11.12;Nurnberg;Hoffenheim;4;2;H;14;15;6;5;1;4;0;0
D1;28.11.12;Stuttgart;Augsburg;2;1;H;10;16;3;8;1;1;0;0
D1;28.11.12;Werder Bremen;Leverkusen;1;4;A;17;9;5;5;3;1;0;0
D1;30.11.12;Fortuna Dusseldorf;Ein Frankfurt;4;0;H;13;7;6;2;2;2;0;1
D1;01.12.12;Augsburg;Freiburg;1;1;D;14;10;4;3;3;4;0;0
D1;01.12.12;Bayern Munich;Dortmund;1;1;D;14;12;5;5;0;0;0;0
D1;01.12.12;Greuther Furth;Stuttgart;0;1;A;17;10;5;7;5;4;0;1
D1;01.12.12;Leverkusen;Nurnberg;1;0;H;22;8;8;2;2;2;0;0
D1;01.12.12;Mainz;Hannover;2;1;H;13;14;3;3;2;3;1;0
D1;01.12.12;Schalke 04;M'gladbach;1;1;D;22;5;6;1;1;3;0;0
D1;02.12.12;Hoffenheim;Werder Bremen;1;4;A;9;12;3;6;3;1;0;0
D1;02.12.12;Wolfsburg;Hamburg;1;1;D;22;9;5;3;1;3;0;0
D1;07.12.12;Hamburg;Hoffenheim;2;0;H;10;14;4;3;1;1;0;0
D1;08.12.12;Augsburg;Bayern Munich;0;2;A;14;18;3;6;0;0;0;0
D1;08.12.12;Dortmund;Wolfsburg;2;3;A;20;6;10;4;3;3;1;0
D1;08.12.12;Ein Frankfurt;Werder Bremen;4;1;H;18;12;7;6;4;2;0;0
D1;08.12.12;Freiburg;Greuther Furth;1;0;H;11;9;3;1;2;4;0;0
D1;08.12.12;Nurnberg;Fortuna Dusseldorf;2;0;H;13;8;5;1;1;6;0;0
D1;08.12.12;Stuttgart;Schalke 04;3;1;H;13;13;7;3;4;1;1;1
D1;09.12.12;Hannover;Leverkusen;3;2;H;8;13;5;4;0;3;0;0
D1;09.12.12;M'gladbach;Mainz;2;0;H;10;14;2;4;2;2;0;0
D1;14.12.12;Bayern Munich;M'gladbach;1;1;D;26;5;10;1;1;2;0;0
D1;15.12.12;Fortuna Dusseldorf;Hannover;2;1;H;10;13;5;5;2;3;0;0
D1;15.12.12;Greuther Furth;Augsburg;1;1;D;12;7;7;5;0;4;1;1
D1;15.12.12;Leverkusen;Hamburg;3;0;H;18;16;6;4;1;2;0;0
D1;15.12.12;Mainz;Stuttgart;3;1;H;16;7;10;2;3;2;0;0
D1;15.12.12;Schalke 04;Freiburg;1;3;A;16;15;4;5;1;0;1;1
D1;15.12.12;Wolfsburg;Ein Frankfurt;0;2;A;7;18;3;6;2;1;1;0
D1;16.12.12;Hoffenheim;Dortmund;1;3;A;9;17;1;9;1;0;0;0
D1;16.12.12;Werder Bremen;Nurnberg;1;1;D;26;9;7;5;1;4;0;0
D1;18.01.13;Schalke 04;Hannover;5;4;H;14;9;8;4;4;4;0;0
D1;19.01.13;Bayern Munich;Greuther Furth;2;0;H;22;5;5;1;1;1;0;0
D1;19.01.13;Hoffenheim;M'gladbach;0;0;D;17;12;3;1;3;2;0;0
D1;19.01.13;Leverkusen;Ein Frankfurt;3;1;H;22;11;6;1;1;2;0;0
D1;19.01.13;Mainz;Freiburg;0;0;D;7;12;3;1;2;2;1;0
D1;19.01.13;Werder Bremen;Dortmund;0;5;A;8;15;3;9;0;2;0;0
D1;19.01.13;Wolfsburg;Stuttgart;2;0;H;7;21;2;5;0;2;0;0
D1;20.01.13;Fortuna Dusseldorf;Augsburg;2;3;A;15;23;4;12;1;4;0;0
D1;20.01.13;Nurnberg;Hamburg;1;1;D;8;10;3;3;2;3;0;0
D1;25.01.13;Dortmund;Nurnberg;3;0;H;19;7;9;4;0;0;0;0
D1;26.01.13;Augsburg;Schalke 04;0;0;D;14;11;4;4;1;4;0;0
D1;26.01.13;Ein Frankfurt;Hoffenheim;2;1;H;16;12;6;5;3;3;0;0
D1;26.01.13;Freiburg;Leverkusen;0;0;D;13;15;4;2;1;2;0;0
D1;26.01.13;Greuther Furth;Mainz;0;3;A;10;11;4;8;1;3;0;0
D1;26.01.13;Hannover;Wolfsburg;2;1;H;5;25;3;10;3;2;1;0
D1;26.01.13;M'gladbach;Fortuna Dusseldorf;2;1;H;9;14;4;3;1;0;0;0
D1;27.01.13;Hamburg;Werder Bremen;3;2;H;9;14;4;6;2;2;0;2
D1;27.01.13;Stuttgart;Bayern Munich;0;2;A;5;13;2;4;2;1;1;0
D1;01.02.13;Werder Bremen;Hannover;2;0;H;30;6;14;3;0;3;0;0
D1;02.02.13;Fortuna Dusseldorf;Stuttgart;3;1;H;12;7;5;4;2;3;0;0
D1;02.02.13;Hamburg;Ein Frankfurt;0;2;A;23;16;10;5;3;1;0;0
D1;02.02.13;Hoffenheim;Freiburg;2;1;H;9;9;3;5;3;2;0;0
D1;02.02.13;Mainz;Bayern Munich;0;3;A;10;10;0;6;3;0;0;0
D1;02.02.13;Schalke 04;Greuther Furth;1;2;A;25;9;4;5;1;4;0;0
D1;02.02.13;Wolfsburg;Augsburg;1;1;D;10;10;6;4;2;3;0;0
D1;03.02.13;Leverkusen;Dortmund;2;3;A;27;12;8;7;5;1;0;0
D1;03.02.13;Nurnberg;M'gladbach;2;1;H;10;12;5;6;2;3;0;0
D1;09.02.13;Bayern Munich;Schalke 04;4;0;H;15;4;6;0;0;1;0;0
D1;09.02.13;Dortmund;Hamburg;1;4;A;21;13;7;5;1;2;1;1
D1;09.02.13;Ein Frankfurt;Nurnberg;0;0;D;9;11;2;6;2;3;0;0
D1;09.02.13;Greuther Furth;Wolfsburg;0;1;A;16;10;3;2;3;3;0;0
D1;09.02.13;Hannover;Hoffenheim;1;0;H;7;16;3;9;2;2;0;0
D1;09.02.13;M'gladbach;Leverkusen;3;3;D;10;23;5;10;0;1;0;0
D1;09.02.13;Stuttgart;Werder Bremen;1;4;A;9;18;3;7;3;1;0;0
D1;10.02.13;Augsburg;Mainz;1;1;D;19;9;7;3;2;2;0;1
D1;10.02.13;Freiburg;Fortuna Dusseldorf;1;0;H;15;11;3;4;1;3;0;0
D1;15.02.13;Wolfsburg;Bayern Munich;0;2;A;8;7;1;3;5;2;0;0
D1;16.02.13;Dortmund;Ein Frankfurt;3;0;H;9;7;5;1;4;3;1;0
D1;16.02.13;Fortuna Dusseldorf;Greuther Furth;1;0;H;13;3;8;1;2;4;0;1
D1;16.02.13;Hamburg;M'gladbach;1;0;H;6;5;2;1;1;1;0;0
D1;16.02.13;Leverkusen;Augsburg;2;1;H;13;12;5;4;0;0;0;0
D1;16.02.13;Mainz;Schalke 04;2;2;D;14;9;5;5;1;3;0;0
D1;16.02.13;Werder Bremen;Freiburg;2;3;A;9;14;5;12;0;1;0;0
D1;17.02.13;Hoffenheim;Stuttgart;0;1;A;8;7;3;3;2;6;0;0
D1;17.02.13;Nurnberg;Hannover;2;2;D;10;9;5;6;0;2;0;0
D1;22.02.13;Freiburg;Ein Frankfurt;0;0;D;8;8;5;1;1;3;0;0
D1;23.02.13;Augsburg;Hoffenheim;2;1;H;20;7;3;2;1;5;0;0
D1;23.02.13;Bayern Munich;Werder Bremen;6;1;H;14;11;8;4;0;2;0;1
D1;23.02.13;Hannover;Hamburg;5;1;H;13;23;6;12;1;0;0;0
D1;23.02.13;Mainz;Wolfsburg;1;1;D;13;5;2;3;1;2;0;1
D1;23.02.13;Schalke 04;Fortuna Dusseldorf;2;1;H;18;5;7;1;1;2;0;0
D1;23.02.13;Stuttgart;Nurnberg;1;1;D;15;10;8;2;1;3;0;0
D1;24.02.13;Greuther Furth;Leverkusen;0;0;D;10;22;4;11;2;1;0;0
D1;24.02.13;M'gladbach;Dortmund;1;1;D;6;15;3;4;3;1;0;0
D1;01.03.13;Ein Frankfurt;M'gladbach;0;1;A;14;11;2;2;4;2;0;0
D1;02.03.13;Dortmund;Hannover;3;1;H;23;6;6;2;0;2;0;0
D1;02.03.13;Hamburg;Greuther Furth;1;1;D;18;6;8;2;1;1;0;0
D1;02.03.13;Leverkusen;Stuttgart;2;1;H;30;5;8;4;3;2;0;0
D1;02.03.13;Nurnberg;Freiburg;1;1;D;11;14;4;4;2;2;0;0
D1;02.03.13;Werder Bremen;Augsburg;0;1;A;16;12;3;5;3;5;0;0
D1;02.03.13;Wolfsburg;Schalke 04;1;4;A;8;13;4;7;1;1;0;0
D1;03.03.13;Fortuna Dusseldorf;Mainz;1;1;D;13;5;3;3;3;2;0;0
D1;03.03.13;Hoffenheim;Bayern Munich;0;1;A;9;19;3;7;3;1;0;0
D1;08.03.13;Augsburg;Nurnberg;1;2;A;12;6;3;2;4;2;0;0
D1;09.03.13;Bayern Munich;Fortuna Dusseldorf;3;2;H;22;4;11;2;1;2;0;0
D1;09.03.13;Freiburg;Wolfsburg;2;5;A;16;14;6;10;2;4;0;0
D1;09.03.13;Greuther Furth;Hoffenheim;0;3;A;12;12;4;5;2;2;0;0
D1;09.03.13;Mainz;Leverkusen;1;0;H;8;16;1;4;3;2;0;0
D1;09.03.13;M'gladbach;Werder Bremen;1;1;D;10;16;5;4;1;0;0;0
D1;09.03.13;Schalke 04;Dortmund;2;1;H;20;16;10;3;3;0;0;0
D1;10.03.13;Hannover;Ein Frankfurt;0;0;D;7;11;3;2;2;0;0;0
D1;10.03.13;Stuttgart;Hamburg;0;1;A;13;12;7;3;2;1;0;0
D1;15.03.13;Wolfsburg;Fortuna Dusseldorf;1;1;D;18;9;6;3;2;2;0;0
D1;16.03.13;Dortmund;Freiburg;5;1;H;21;6;11;2;1;2;0;0
D1;16.03.13;Hamburg;Augsburg;0;1;A;17;6;5;1;2;2;1;0
D1;16.03.13;Hoffenheim;Mainz;0;0;D;12;7;3;2;2;1;0;0
D1;16.03.13;Leverkusen;Bayern Munich;1;2;A;13;15;2;2;3;1;0;0
D1;16.03.13;Nurnberg;Schalke 04;3;0;H;12;15;8;5;0;1;0;0
D1;16.03.13;Werder Bremen;Greuther Furth;2;2;D;18;9;8;3;0;2;0;0
D1;17.03.13;Ein Frankfurt;Stuttgart;1;2;A;14;12;4;3;1;2;0;0
D1;17.03.13;M'gladbach;Hannover;1;0;H;11;14;4;5;1;4;0;1
D1;30.03.13;Augsburg;Hannover;0;2;A;23;10;5;2;0;5;0;0
D1;30.03.13;Bayern Munich;Hamburg;9;2;H;25;10;15;8;0;0;0;0
D1;30.03.13;Fortuna Dusseldorf;Leverkusen;1;4;A;12;14;3;4;3;2;0;0
D1;30.03.13;Freiburg;M'gladbach;2;0;H;13;6;6;2;1;2;0;0
D1;30.03.13;Mainz;Werder Bremen;1;1;D;10;13;5;6;3;2;0;0
D1;30.03.13;Schalke 04;Hoffenheim;3;0;H;14;5;5;1;1;2;0;0
D1;30.03.13;Stuttgart;Dortmund;1;2;A;11;15;5;6;2;2;1;0
D1;31.03.13;Greuther Furth;Ein Frankfurt;2;3;A;14;11;5;4;1;0;0;0
D1;31.03.13;Wolfsburg;Nurnberg;2;2;D;9;18;4;6;3;0;0;0
D1;05.04.13;Hoffenheim;Fortuna Dusseldorf;3;0;H;17;15;8;4;3;3;0;0
D1;06.04.13;Dortmund;Augsburg;4;2;H;13;12;7;8;1;4;0;0
D1;06.04.13;Ein Frankfurt;Bayern Munich;0;1;A;13;15;4;5;1;2;0;0
D1;06.04.13;Hamburg;Freiburg;0;1;A;13;8;5;3;2;0;0;0
D1;06.04.13;Leverkusen;Wolfsburg;1;1;D;14;11;7;2;2;3;0;0
D1;06.04.13;M'gladbach;Greuther Furth;1;0;H;19;20;6;8;0;2;0;1
D1;06.04.13;Werder Bremen;Schalke 04;0;2;A;9;17;5;9;1;1;0;0
D1;07.04.13;Hannover;Stuttgart;0;0;D;13;14;1;6;0;0;0;0
D1;07.04.13;Nurnberg;Mainz;2;1;H;5;12;4;3;2;1;0;0
D1;12.04.13;Freiburg;Hannover;3;1;H;15;10;5;3;1;2;0;0
D1;13.04.13;Bayern Munich;Nurnberg;4;0;H;21;9;10;4;1;2;0;0
D1;13.04.13;Fortuna Dusseldorf;Werder Bremen;2;2;D;8;16;3;4;1;3;0;0
D1;13.04.13;Greuther Furth;Dortmund;1;6;A;9;15;3;9;0;1;0;0
D1;13.04.13;Mainz;Hamburg;1;2;A;12;12;2;4;2;1;0;0
D1;13.04.13;Schalke 04;Leverkusen;2;2;D;16;18;9;8;2;3;0;1
D1;13.04.13;Wolfsburg;Hoffenheim;2;2;D;13;10;5;5;2;1;0;0
D1;14.04.13;Augsburg;Ein Frankfurt;2;0;H;19;8;4;3;3;2;0;0
D1;14.04.13;Stuttgart;M'gladbach;2;0;H;16;10;5;2;0;0;0;0
D1;19.04.13;M'gladbach;Augsburg;1;0;H;23;11;5;2;4;1;0;1
D1;20.04.13;Dortmund;Mainz;2;0;H;22;5;7;0;3;3;0;0
D1;20.04.13;Ein Frankfurt;Schalke 04;1;0;H;10;10;3;7;3;3;0;0
D1;20.04.13;Hamburg;Fortuna Dusseldorf;2;1;H;17;12;4;5;2;3;0;0
D1;20.04.13;Hannover;Bayern Munich;1;6;A;7;14;4;5;0;1;0;0
D1;20.04.13;Leverkusen;Hoffenheim;5;0;H;22;5;9;2;1;0;0;1
D1;20.04.13;Werder Bremen;Wolfsburg;0;3;A;8;8;3;5;3;1;0;0
D1;21.04.13;Nurnberg;Greuther Furth;0;1;A;23;15;8;3;4;5;0;0
D1;21.04.13;Stuttgart;Freiburg;2;1;H;15;11;7;3;0;3;0;0
D1;26.04.13;Greuther Furth;Hannover;2;3;A;20;8;8;4;1;5;0;0
D1;27.04.13;Augsburg;Stuttgart;3;0;H;22;7;7;3;4;4;0;0
D1;27.04.13;Bayern Munich;Freiburg;1;0;H;16;8;4;2;1;1;0;0
D1;27.04.13;Fortuna Dusseldorf;Dortmund;1;2;A;8;9;3;6;5;2;0;0
D1;27.04.13;Hoffenheim;Nurnberg;2;1;H;23;8;11;2;2;2;0;0
D1;27.04.13;Leverkusen;Werder Bremen;1;0;H;8;11;2;4;1;2;0;0
D1;27.04.13;Wolfsburg;M'gladbach;3;1;H;17;6;5;4;0;1;0;0
D1;28.04.13;Mainz;Ein Frankfurt;0;0;D;14;8;2;3;0;2;0;0
D1;28.04.13;Schalke 04;Hamburg;4;1;H;20;9;10;1;1;3;0;0
D1;03.05.13;M'gladbach;Schalke 04;0;1;A;12;15;0;5;2;3;0;0
D1;04.05.13;Dortmund;Bayern Munich;1;1;D;11;6;3;2;1;4;0;1
D1;04.05.13;Ein Frankfurt;Fortuna Dusseldorf;3;1;H;17;6;7;2;1;2;0;0
D1;04.05.13;Hannover;Mainz;2;2;D;13;10;5;6;1;2;1;0
D1;04.05.13;Nurnberg;Leverkusen;0;2;A;16;20;3;2;2;1;0;0
D1;04.05.13;Stuttgart;Greuther Furth;0;2;A;14;10;4;4;1;2;1;0
D1;04.05.13;Werder Bremen;Hoffenheim;2;2;D;18;13;3;5;3;3;0;0
D1;05.05.13;Freiburg;Augsburg;2;0;H;17;19;10;6;3;2;0;0
D1;05.05.13;Hamburg;Wolfsburg;1;1;D;15;19;8;8;3;2;0;0
D1;11.05.13;Bayern Munich;Augsburg;3;0;H;15;6;7;3;0;1;0;0
D1;11.05.13;Fortuna Dusseldorf;Nurnberg;1;2;A;6;13;2;4;4;1;0;0
D1;11.05.13;Greuther Furth;Freiburg;1;2;A;18;15;6;5;0;2;0;0
D1;11.05.13;Hoffenheim;Hamburg;1;4;A;18;15;5;5;0;1;0;0
D1;11.05.13;Leverkusen;Hannover;3;1;H;22;11;12;3;1;1;0;0
D1;11.05.13;Mainz;M'gladbach;2;4;A;10;17;4;6;1;0;0;0
D1;11.05.13;Schalke 04;Stuttgart;1;2;A;19;8;4;4;0;2;0;0
D1;11.05.13;Werder Bremen;Ein Frankfurt;1;1;D;15;10;3;2;1;1;0;0
D1;11.05.13;Wolfsburg;Dortmund;3;3;D;10;10;3;4;1;2;0;0
D1;18.05.13;Augsburg;Greuther Furth;3;1;H;16;6;5;2;2;3;0;0
D1;18.05.13;Dortmund;Hoffenheim;1;2;A;21;9;8;5;1;4;1;0
D1;18.05.13;Ein Frankfurt;Wolfsburg;2;2;D;11;14;3;4;3;1;0;1
D1;18.05.13;Freiburg;Schalke 04;1;2;A;14;12;3;3;2;1;0;0
D1;18.05.13;Hamburg;Leverkusen;0;1;A;13;15;1;7;4;2;0;0
D1;18.05.13;Hannover;Fortuna Dusseldorf;3;0;H;15;13;6;2;1;3;0;0
