Div;Date;HomeTeam;AwayTeam;FTR;HS;AS;HY;AY;HR;AR
D1;24.08.18;Bayern Munich;Hoffenheim;H;16;8;1;4;0;0
D1;25.08.18;Fortuna Dusseldorf;Augsburg;A;9;14;1;0;0;0
D1;25.08.18;Freiburg;Ein Frankfurt;A;22;10;1;2;0;0
D1;25.08.18;Hertha;Nurnberg;H;10;12;2;2;0;0
D1;25.08.18;M'gladbach;Leverkusen;H;17;13;1;2;0;0
D1;25.08.18;Werder Bremen;Hannover;D;15;13;0;0;0;0
D1;25.08.18;Wolfsburg;Schalke 04;H;11;9;5;3;0;1
D1;26.08.18;Dortmund;RB Leipzig;H;10;10;2;2;0;0
D1;26.08.18;Mainz;Stuttgart;H;8;12;1;2;0;0
D1;31.08.18;Hannover;Dortmund;D;7;8;0;0;0;0
D1;01.09.18;Augsburg;M'gladbach;D;18;7;1;2;0;0
D1;01.09.18;Ein Frankfurt;Werder Bremen;A;5;11;1;2;1;0
D1;01.09.18;Hoffenheim;Freiburg;H;20;9;1;2;0;0
D1;01.09.18;Leverkusen;Wolfsburg;A;16;12;3;3;0;0
D1;01.09.18;Nurnberg;Mainz;D;19;6;2;2;0;0
D1;01.09.18;Stuttgart;Bayern Munich;A;4;20;0;0;0;0
D1;02.09.18;RB Leipzig;Fortuna Dusseldorf;D;23;14;1;4;0;0
D1;02.09.18;Schalke 04;Hertha;A;16;5;1;1;1;0
D1;14.09.18;Dortmund;Ein Frankfurt;H;10;5;0;1;0;0
D1;15.09.18;Bayern Munich;Leverkusen;H;18;3;0;1;0;1
D1;15.09.18;Fortuna Dusseldorf;Hoffenheim;H;8;18;1;2;0;0
D1;15.09.18;Mainz;Augsburg;H;22;13;1;2;0;0
D1;15.09.18;M'gladbach;Schalke 04;H;15;15;0;4;0;0
D1;15.09.18;RB Leipzig;Hannover;H;15;16;4;4;0;0
D1;15.09.18;Wolfsburg;Hertha;D;15;9;1;2;0;0
D1;16.09.18;Freiburg;Stuttgart;D;12;11;3;4;1;0
D1;16.09.18;Werder Bremen;Nurnberg;D;14;11;2;0;0;0
D1;21.09.18;Stuttgart;Fortuna Dusseldorf;D;10;19;0;2;0;0
D1;22.09.18;Augsburg;Werder Bremen;A;21;12;2;2;0;0
D1;22.09.18;Hertha;M'gladbach;H;16;17;2;2;0;0
D1;22.09.18;Hoffenheim;Dortmund;D;17;8;2;1;0;1
D1;22.09.18;Nurnberg;Hannover;H;14;9;3;1;0;1
D1;22.09.18;Schalke 04;Bayern Munich;A;10;14;2;1;0;0
D1;22.09.18;Wolfsburg;Freiburg;A;17;12;0;3;0;0
D1;23.09.18;Ein Frankfurt;RB Leipzig;D;8;9;1;1;0;0
D1;23.09.18;Leverkusen;Mainz;H;18;12;2;2;0;0
D1;25.09.18;Bayern Munich;Augsburg;D;16;12;3;2;0;0
D1;25.09.18;Freiburg;Schalke 04;H;15;15;2;4;0;0
D1;25.09.18;Hannover;Hoffenheim;A;17;17;2;2;0;0
D1;25.09.18;Werder Bremen;Hertha;H;14;12;1;3;0;0
D1;26.09.18;Dortmund;Nurnberg;H;19;4;0;2;0;0
D1;26.09.18;Fortuna Dusseldorf;Leverkusen;A;16;6;2;2;0;0
D1;26.09.18;Mainz;Wolfsburg;D;11;12;1;2;0;0
D1;26.09.18;M'gladbach;Ein Frankfurt;H;21;12;0;0;0;0
D1;26.09.18;RB Leipzig;Stuttgart;H;18;9;2;3;0;0
D1;28.09.18;Hertha;Bayern Munich;H;6;25;3;1;0;0
D1;29.09.18;Hoffenheim;RB Leipzig;A;13;18;1;3;0;0
D1;29.09.18;Leverkusen;Dortmund;A;14;16;1;1;0;0
D1;29.09.18;Nurnberg;Fortuna Dusseldorf;H;10;13;0;2;0;0
D1;29.09.18;Schalke 04;Mainz;H;15;15;2;2;0;0
D1;29.09.18;Stuttgart;Werder Bremen;H;18;14;3;4;0;1
D1;29.09.18;Wolfsburg;M'gladbach;D;13;10;2;2;0;0
D1;30.09.18;Augsburg;Freiburg;H;21;13;0;1;0;0
D1;30.09.18;Ein Frankfurt;Hannover;H;15;4;1;2;0;0
D1;05.10.18;Werder Bremen;Wolfsburg;H;15;10;1;2;0;0
D1;06.10.18;Bayern Munich;M'gladbach;A;14;7;2;2;0;0
D1;06.10.18;Dortmund;Augsburg;H;20;12;1;7;0;0
D1;06.10.18;Fortuna Dusseldorf;Schalke 04;A;9;15;3;1;0;0
D1;06.10.18;Hannover;Stuttgart;H;15;11;1;2;0;0
D1;06.10.18;Mainz;Hertha;D;23;11;0;2;0;0
D1;07.10.18;Freiburg;Leverkusen;D;7;14;3;1;0;0
D1;07.10.18;Hoffenheim;Ein Frankfurt;A;20;6;2;4;0;1
D1;07.10.18;RB Leipzig;Nurnberg;H;18;3;0;1;0;1
D1;19.10.18;Ein Frankfurt;Fortuna Dusseldorf;H;21;10;0;2;0;0
D1;20.10.18;Augsburg;RB Leipzig;D;6;15;2;5;0;0
D1;20.10.18;Leverkusen;Hannover;D;19;9;1;5;0;1
D1;20.10.18;Nurnberg;Hoffenheim;A;7;20;4;2;0;0
D1;20.10.18;Schalke 04;Werder Bremen;A;14;8;1;4;0;0
D1;20.10.18;Stuttgart;Dortmund;A;13;12;0;0;0;0
D1;20.10.18;Wolfsburg;Bayern Munich;A;8;13;2;4;0;1
D1;21.10.18;Hertha;Freiburg;D;13;8;2;0;0;0
D1;21.10.18;M'gladbach;Mainz;H;16;13;0;2;0;0
D1;26.10.18;Freiburg;M'gladbach;H;13;11;1;1;0;0
D1;27.10.18;Dortmund;Hertha;D;19;10;2;3;0;0
D1;27.10.18;Fortuna Dusseldorf;Wolfsburg;A;8;18;3;6;0;0
D1;27.10.18;Hannover;Augsburg;A;17;9;2;3;0;0
D1;27.10.18;Hoffenheim;Stuttgart;H;22;6;1;1;0;1
D1;27.10.18;Mainz;Bayern Munich;A;6;21;3;1;0;0
D1;28.10.18;Nurnberg;Ein Frankfurt;D;10;10;2;3;0;0
D1;28.10.18;RB Leipzig;Schalke 04;D;15;6;3;2;0;0
D1;28.10.18;Werder Bremen;Leverkusen;A;14;17;2;2;0;0
D1;02.11.18;Stuttgart;Ein Frankfurt;A;10;15;1;2;0;0
D1;03.11.18;Augsburg;Nurnberg;D;17;13;3;3;0;0
D1;03.11.18;Bayern Munich;Freiburg;D;24;10;1;1;0;0
D1;03.11.18;Hertha;RB Leipzig;A;12;25;2;1;0;0
D1;03.11.18;Leverkusen;Hoffenheim;A;21;10;0;2;0;0
D1;03.11.18;Schalke 04;Hannover;H;16;20;2;3;0;0
D1;03.11.18;Wolfsburg;Dortmund;A;13;12;0;2;0;0
D1;04.11.18;Mainz;Werder Bremen;H;13;14;0;2;0;0
D1;04.11.18;M'gladbach;Fortuna Dusseldorf;H;21;13;1;2;0;0
D1;09.11.18;Hannover;Wolfsburg;H;10;19;4;2;0;0
D1;10.11.18;Dortmund;Bayern Munich;H;11;9;3;3;0;0
D1;10.11.18;Fortuna Dusseldorf;Hertha;H;20;11;1;3;0;1
D1;10.11.18;Freiburg;Mainz;A;15;12;1;2;0;0
D1;10.11.18;Hoffenheim;Augsburg;H;18;22;1;1;0;0
D1;10.11.18;Nurnberg;Stuttgart;A;10;13;1;0;0;0
D1;10.11.18;Werder Bremen;M'gladbach;A;20;16;0;0;0;0
D1;11.11.18;Ein Frankfurt;Schalke 04;H;14;5;0;2;0;0
D1;11.11.18;RB Leipzig;Leverkusen;H;14;7;0;1;0;0
D1;23.11.18;Leverkusen;Stuttgart;H;17;10;3;3;0;0
D1;24.11.18;Augsburg;Ein Frankfurt;A;25;15;1;2;0;0
D1;24.11.18;Bayern Munich;Fortuna Dusseldorf;D;17;9;0;1;0;0
D1;24.11.18;Hertha;Hoffenheim;D;23;13;1;2;0;0
D1;24.11.18;Mainz;Dortmund;A;15;11;2;1;0;0
D1;24.11.18;Schalke 04;Nurnberg;H;20;12;1;2;0;1
D1;24.11.18;Wolfsburg;RB Leipzig;H;5;10;1;2;0;0
D1;25.11.18;Freiburg;Werder Bremen;D;23;19;0;2;0;0
D1;25.11.18;M'gladbach;Hannover;H;20;5;1;1;0;0
D1;30.11.18;Fortuna Dusseldorf;Mainz;A;20;15;1;1;0;0
D1;01.12.18;Dortmund;Freiburg;H;11;5;1;1;0;0
D1;01.12.18;Hannover;Hertha;A;10;14;2;3;0;0
D1;01.12.18;Hoffenheim;Schalke 04;D;20;13;3;3;0;0
D1;01.12.18;Stuttgart;Augsburg;H;13;17;4;2;0;0
D1;01.12.18;Werder Bremen;Bayern Munich;A;9;16;3;2;1;0
D1;02.12.18;Ein Frankfurt;Wolfsburg;A;13;10;3;7;0;0
D1;02.12.18;RB Leipzig;M'gladbach;H;14;7;2;2;0;0
D1;03.12.18;Nurnberg;Leverkusen;D;11;20;3;2;0;0
D1;07.12.18;Werder Bremen;Fortuna Dusseldorf;H;22;12;3;4;0;0
D1;08.12.18;Bayern Munich;Nurnberg;H;20;4;1;0;0;0
D1;08.12.18;Freiburg;RB Leipzig;H;12;15;1;2;0;0
D1;08.12.18;Hertha;Ein Frankfurt;H;7;18;1;0;0;0
D1;08.12.18;Leverkusen;Augsburg;H;21;13;1;2;0;0
D1;08.12.18;Schalke 04;Dortmund;A;6;10;4;3;0;0
D1;08.12.18;Wolfsburg;Hoffenheim;D;10;19;1;2;0;0
D1;09.12.18;Mainz;Hannover;D;28;11;4;3;0;1
D1;09.12.18;M'gladbach;Stuttgart;H;23;7;2;4;0;1
D1;14.12.18;Nurnberg;Wolfsburg;A;11;10;2;1;0;0
D1;15.12.18;Augsburg;Schalke 04;D;17;15;2;1;0;0
D1;15.12.18;Dortmund;Werder Bremen;H;16;9;1;4;0;0
D1;15.12.18;Fortuna Dusseldorf;Freiburg;H;20;6;2;1;0;0
D1;15.12.18;Hannover;Bayern Munich;A;3;32;1;0;0;0
D1;15.12.18;Hoffenheim;M'gladbach;D;27;5;0;2;0;0
D1;15.12.18;Stuttgart;Hertha;H;9;15;1;3;0;0
D1;16.12.18;Ein Frankfurt;Leverkusen;H;17;12;6;2;0;0
D1;16.12.18;RB Leipzig;Mainz;H;17;11;3;3;0;0
D1;18.12.18;Fortuna Dusseldorf;Dortmund;H;8;11;1;2;0;0
D1;18.12.18;Hertha;Augsburg;D;17;8;1;0;0;0
D1;18.12.18;M'gladbach;Nurnberg;H;17;7;2;3;0;0
D1;18.12.18;Wolfsburg;Stuttgart;H;16;11;1;2;0;0
D1;19.12.18;Bayern Munich;RB Leipzig;H;10;8;2;2;1;1
D1;19.12.18;Freiburg;Hannover;D;14;18;0;2;0;0
D1;19.12.18;Mainz;Ein Frankfurt;D;17;12;3;3;0;0
D1;19.12.18;Schalke 04;Leverkusen;A;18;8;4;4;0;0
D1;19.12.18;Werder Bremen;Hoffenheim;D;26;14;0;1;0;0
D1;21.12.18;Dortmund;M'gladbach;H;12;3;0;1;0;0
D1;22.12.18;Ein Frankfurt;Bayern Munich;A;10;9;2;1;0;0
D1;22.12.18;Hannover;Fortuna Dusseldorf;A;17;13;2;3;0;0
D1;22.12.18;Leverkusen;Hertha;H;15;13;0;1;0;0
D1;22.12.18;Nurnberg;Freiburg;A;16;7;2;3;0;0
D1;22.12.18;RB Leipzig;Werder Bremen;H;11;15;2;0;0;0
D1;22.12.18;Stuttgart;Schalke 04;A;17;15;3;5;0;0
D1;23.12.18;Augsburg;Wolfsburg;A;10;16;2;3;0;0
D1;23.12.18;Hoffenheim;Mainz;D;28;12;1;0;0;0
D1;18.01.19;Hoffenheim;Bayern Munich;A;13;21;3;2;0;0
D1;19.01.19;Augsburg;Fortuna Dusseldorf;A;13;11;3;1;0;0
D1;19.01.19;Ein Frankfurt;Freiburg;H;9;21;2;1;0;0
D1;19.01.19;Hannover;Werder Bremen;A;10;23;3;1;0;0
D1;19.01.19;Leverkusen;M'gladbach;A;22;7;1;2;0;0
D1;19.01.19;RB Leipzig;Dortmund;A;12;8;3;2;0;0
D1;19.01.19;Stuttgart;Mainz;A;28;14;2;2;0;0
D1;20.01.19;Nurnberg;Hertha;A;14;16;2;1;0;0
D1;20.01.19;Schalke 04;Wolfsburg;H;20;12;1;0;0;0
D1;25.01.19;Hertha;Schalke 04;D;11;14;2;1;0;0
D1;26.01.19;Dortmund;Hannover;H;18;11;1;1;0;0
D1;26.01.19;Freiburg;Hoffenheim;A;20;16;0;2;0;0
D1;26.01.19;Mainz;Nurnberg;H;20;8;3;1;0;0
D1;26.01.19;M'gladbach;Augsburg;H;14;4;2;4;0;0
D1;26.01.19;Werder Bremen;Ein Frankfurt;D;18;8;4;2;0;0
D1;26.01.19;Wolfsburg;Leverkusen;A;10;23;5;3;0;0
D1;27.01.19;Bayern Munich;Stuttgart;H;19;7;1;1;0;0
D1;27.01.19;Fortuna Dusseldorf;RB Leipzig;A;10;12;1;0;0;0
D1;01.02.19;Hannover;RB Leipzig;A;5;19;2;2;0;0
D1;02.02.19;Ein Frankfurt;Dortmund;D;12;13;2;2;0;0
D1;02.02.19;Hertha;Wolfsburg;A;11;8;3;1;0;0
D1;02.02.19;Hoffenheim;Fortuna Dusseldorf;D;12;8;3;4;0;0
D1;02.02.19;Leverkusen;Bayern Munich;H;11;17;3;2;0;0
D1;02.02.19;Nurnberg;Werder Bremen;D;11;10;4;1;0;0
D1;02.02.19;Schalke 04;M'gladbach;A;9;16;1;2;1;0
D1;03.02.19;Augsburg;Mainz;H;19;6;0;1;0;0
D1;03.02.19;Stuttgart;Freiburg;D;17;16;5;0;1;0
D1;08.02.19;Mainz;Leverkusen;A;15;18;3;1;0;0
D1;09.02.19;Bayern Munich;Schalke 04;H;17;7;1;2;0;0
D1;09.02.19;Dortmund;Hoffenheim;D;16;14;0;3;0;0
D1;09.02.19;Freiburg;Wolfsburg;D;10;15;3;2;0;0
D1;09.02.19;Hannover;Nurnberg;H;18;9;2;2;0;1
D1;09.02.19;M'gladbach;Hertha;A;13;11;0;2;0;0
D1;09.02.19;RB Leipzig;Ein Frankfurt;D;14;6;4;2;0;0
D1;10.02.19;Fortuna Dusseldorf;Stuttgart;H;15;15;3;4;0;1
D1;10.02.19;Werder Bremen;Augsburg;H;11;13;0;1;0;0
D1;15.02.19;Augsburg;Bayern Munich;A;8;17;1;2;0;0
D1;16.02.19;Hertha;Werder Bremen;D;11;8;3;3;0;0
D1;16.02.19;Hoffenheim;Hannover;H;26;5;0;1;0;0
D1;16.02.19;Schalke 04;Freiburg;D;15;12;0;4;1;1
D1;16.02.19;Stuttgart;RB Leipzig;A;7;7;1;1;0;0
D1;16.02.19;Wolfsburg;Mainz;H;16;12;1;1;0;0
D1;17.02.19;Ein Frankfurt;M'gladbach;D;12;14;3;1;0;0
D1;17.02.19;Leverkusen;Fortuna Dusseldorf;H;13;3;1;3;0;0
D1;18.02.19;Nurnberg;Dortmund;D;7;17;1;1;0;0
D1;22.02.19;Werder Bremen;Stuttgart;D;15;8;1;3;0;0
D1;23.02.19;Bayern Munich;Hertha;H;12;9;2;0;0;1
D1;23.02.19;Fortuna Dusseldorf;Nurnberg;H;19;5;3;4;0;1
D1;23.02.19;Freiburg;Augsburg;H;19;14;0;3;0;1
D1;23.02.19;Mainz;Schalke 04;H;21;10;4;2;0;0
D1;23.02.19;M'gladbach;Wolfsburg;A;15;5;2;1;0;0
D1;24.02.19;Dortmund;Leverkusen;H;9;13;1;2;0;0
D1;24.02.19;Hannover;Ein Frankfurt;A;11;14;1;1;0;0
D1;25.02.19;RB Leipzig;Hoffenheim;D;15;7;0;1;0;0
D1;01.03.19;Augsburg;Dortmund;H;9;18;1;2;0;0
D1;02.03.19;Ein Frankfurt;Hoffenheim;H;18;20;0;3;0;1
D1;02.03.19;Hertha;Mainz;H;11;13;0;2;0;0
D1;02.03.19;Leverkusen;Freiburg;H;17;8;0;0;0;0
D1;02.03.19;M'gladbach;Bayern Munich;A;11;19;2;2;0;0
D1;02.03.19;Nurnberg;RB Leipzig;A;7;12;2;3;0;0
D1;02.03.19;Schalke 04;Fortuna Dusseldorf;A;7;13;4;2;0;0
D1;03.03.19;Stuttgart;Hannover;H;14;3;2;2;0;0
D1;03.03.19;Wolfsburg;Werder Bremen;D;13;12;0;2;0;0
D1;08.03.19;Werder Bremen;Schalke 04;H;20;14;2;1;0;0
D1;09.03.19;Bayern Munich;Wolfsburg;H;22;4;0;1;0;0
D1;09.03.19;Dortmund;Stuttgart;H;18;7;3;3;0;0
D1;09.03.19;Freiburg;Hertha;H;10;16;1;3;0;0
D1;09.03.19;Mainz;M'gladbach;A;15;11;2;0;0;0
D1;09.03.19;RB Leipzig;Augsburg;D;17;5;1;1;0;0
D1;10.03.19;Hannover;Leverkusen;A;11;15;3;1;0;0
D1;10.03.19;Hoffenheim;Nurnberg;H;18;11;3;2;0;0
D1;11.03.19;Fortuna Dusseldorf;Ein Frankfurt;A;7;15;1;2;0;0
D1;15.03.19;M'gladbach;Freiburg;D;13;10;0;3;0;0
D1;16.03.19;Augsburg;Hannover;H;22;13;1;4;0;0
D1;16.03.19;Hertha;Dortmund;A;7;25;3;3;2;0
D1;16.03.19;Schalke 04;RB Leipzig;A;14;15;1;1;0;0
D1;16.03.19;Stuttgart;Hoffenheim;D;13;21;4;2;0;0
D1;16.03.19;Wolfsburg;Fortuna Dusseldorf;H;19;18;1;1;0;0
D1;17.03.19;Bayern Munich;Mainz;H;22;7;1;0;0;0
D1;17.03.19;Ein Frankfurt;Nurnberg;H;24;9;0;2;0;0
D1;17.03.19;Leverkusen;Werder Bremen;A;15;10;3;2;0;0
D1;29.03.19;Hoffenheim;Leverkusen;H;13;18;2;2;0;0
D1;30.03.19;Dortmund;Wolfsburg;H;11;7;0;3;0;0
D1;30.03.19;Fortuna Dusseldorf;M'gladbach;H;8;13;2;3;0;0
D1;30.03.19;Freiburg;Bayern Munich;D;12;26;3;1;0;0
D1;30.03.19;Nurnberg;Augsburg;H;12;14;1;3;0;0
D1;30.03.19;RB Leipzig;Hertha;H;21;6;1;1;0;0
D1;30.03.19;Werder Bremen;Mainz;H;8;12;0;1;0;0
D1;31.03.19;Ein Frankfurt;Stuttgart;H;11;10;2;1;0;0
D1;31.03.19;Hannover;Schalke 04;A;15;6;1;1;0;0
D1;05.04.19;Mainz;Freiburg;H;9;17;3;1;0;0
D1;06.04.19;Bayern Munich;Dortmund;H;22;5;1;2;0;0
D1;06.04.19;Hertha;Fortuna Dusseldorf;A;13;13;2;1;0;0
D1;06.04.19;Leverkusen;RB Leipzig;A;11;8;2;1;0;0
D1;06.04.19;Schalke 04;Ein Frankfurt;A;6;16;5;1;1;0
D1;06.04.19;Stuttgart;Nurnberg;D;14;19;1;3;0;0
D1;06.04.19;Wolfsburg;Hannover;H;13;11;1;2;0;0
D1;07.04.19;Augsburg;Hoffenheim;A;8;18;1;1;0;0
D1;07.04.19;M'gladbach;Werder Bremen;D;15;12;2;2;0;0
D1;12.04.19;Nurnberg;Schalke 04;D;17;16;1;2;0;0
D1;13.04.19;Dortmund;Mainz;H;11;17;0;1;0;0
D1;13.04.19;Hannover;M'gladbach;A;12;18;0;0;0;0
D1;13.04.19;RB Leipzig;Wolfsburg;H;21;6;1;1;0;0
D1;13.04.19;Stuttgart;Leverkusen;A;13;18;1;0;1;0
D1;13.04.19;Werder Bremen;Freiburg;H;17;9;1;3;0;0
D1;14.04.19;Ein Frankfurt;Augsburg;A;17;18;3;1;1;0
D1;14.04.19;Fortuna Dusseldorf;Bayern Munich;A;7;21;1;0;0;0
D1;14.04.19;Hoffenheim;Hertha;H;30;5;1;0;0;0
D1;20.04.19;Augsburg;Stuttgart;H;24;14;0;0;0;0
D1;20.04.19;Bayern Munich;Werder Bremen;H;28;3;0;2;0;1
D1;20.04.19;Leverkusen;Nurnberg;H;20;5;0;0;0;0
D1;20.04.19;Mainz;Fortuna Dusseldorf;H;21;17;0;3;0;0
D1;20.04.19;M'gladbach;RB Leipzig;A;14;14;0;2;0;0
D1;20.04.19;Schalke 04;Hoffenheim;A;15;11;2;3;0;0
D1;21.04.19;Freiburg;Dortmund;A;9;10;2;0;0;0
D1;21.04.19;Hertha;Hannover;D;16;13;4;1;0;0
D1;22.04.19;Wolfsburg;Ein Frankfurt;D;21;12;2;3;0;0
D1;26.04.19;Augsburg;Leverkusen;A;8;13;1;0;0;0
D1;27.04.19;Dortmund;Schalke 04;A;8;8;0;6;2;0
D1;27.04.19;Ein Frankfurt;Hertha;D;10;10;0;5;0;1
D1;27.04.19;Fortuna Dusseldorf;Werder Bremen;H;13;18;1;3;0;0
D1;27.04.19;Hannover;Mainz;H;7;23;2;1;0;0
D1;27.04.19;RB Leipzig;Freiburg;H;15;14;3;5;0;0
D1;27.04.19;Stuttgart;M'gladbach;H;13;17;2;1;0;0
D1;28.04.19;Hoffenheim;Wolfsburg;A;19;22;2;2;0;0
D1;28.04.19;Nurnberg;Bayern Munich;D;9;18;1;2;0;0
D1;03.05.19;Mainz;RB Leipzig;D;14;15;1;1;0;0
D1;04.05.19;Bayern Munich;Hannover;H;27;2;0;3;0;1
D1;04.05.19;Hertha;Stuttgart;H;11;14;1;1;0;0
D1;04.05.19;M'gladbach;Hoffenheim;D;10;26;2;4;0;0
D1;04.05.19;Werder Bremen;Dortmund;D;14;21;2;1;0;0
D1;04.05.19;Wolfsburg;Nurnberg;H;10;12;0;0;0;0
D1;05.05.19;Freiburg;Fortuna Dusseldorf;D;9;16;2;3;1;0
D1;05.05.19;Leverkusen;Ein Frankfurt;H;17;4;0;3;0;0
D1;05.05.19;Schalke 04;Augsburg;D;14;7;1;0;0;0
D1;11.05.19;Augsburg;Hertha;A;5;24;0;1;0;0
D1;11.05.19;Dortmund;Fortuna Dusseldorf;H;15;8;1;0;0;1
D1;11.05.19;Hannover;Freiburg;H;18;5;0;2;0;0
D1;11.05.19;Hoffenheim;Werder Bremen;A;19;11;3;4;0;0
D1;11.05.19;Leverkusen;Schalke 04;D;18;8;2;1;0;0
D1;11.05.19;Nurnberg;M'gladbach;A;12;16;0;2;0;0
D1;11.05.19;RB Leipzig;Bayern Munich;D;10;11;0;2;0;0
D1;11.05.19;Stuttgart;Wolfsburg;H;11;8;1;2;0;0
D1;12.05.19;Ein Frankfurt;Mainz;A;13;15;1;1;0;0
D1;18.05.19;Bayern Munich;Ein Frankfurt;H;23;6;2;2;0;0
D1;18.05.19;Fortuna Dusseldorf;Hannover;H;15;14;2;1;0;0
D1;18.05.19;Freiburg;Nurnberg;H;18;14;2;1;0;0
D1;18.05.19;Hertha;Leverkusen;A;9;13;1;1;0;0
D1;18.05.19;Mainz;Hoffenheim;H;22;19;2;4;0;1
D1;18.05.19;M'gladbach;Dortmund;A;7;12;1;1;0;0
D1;18.05.19;Schalke 04;Stuttgart;D;12;16;0;1;0;0
D1;18.05.19;Werder Bremen;RB Leipzig;H;6;10;2;2;0;0
D1;18.05.19;Wolfsburg;Augsburg;H;18;12;0;2;0;0
