Div;Date;HomeTeam;AwayTeam;FTR;HS;AS;HY;AY;HR;AR
D1;20.09.14;Stuttgart;Hoffenheim;A;17;10;0;2;0;0
D1;21.09.14;FC Koln;M'gladbach;D;10;9;2;2;0;0
D1;21.09.14;Wolfsburg;Leverkusen;H;17;12;1;1;0;1
D1;23.09.14;Bayern Munich;Paderborn;H;25;6;0;0;0;0
D1;23.09.14;Ein Frankfurt;Mainz;D;16;5;3;3;0;0
D1;23.09.14;Hoffenheim;Freiburg;D;18;6;3;3;0;1
D1;23.09.14;Werder Bremen;Schalke 04;A;12;11;4;3;0;0
D1;24.09.14;Dortmund;Stuttgart;D;25;10;2;2;0;0
D1;24.09.14;Hannover;FC Koln;H;9;9;0;2;0;0
D1;24.09.14;Hertha;Wolfsburg;H;3;13;3;2;0;0
D1;24.09.14;Leverkusen;Augsburg;H;17;11;3;2;0;0
D1;24.09.14;M'gladbach;Hamburg;H;20;14;1;1;0;0
D1;26.09.14;Mainz;Hoffenheim;D;10;13;1;2;0;0
D1;27.09.14;FC Koln;Bayern Munich;A;8;21;0;0;0;0
D1;27.09.14;Freiburg;Leverkusen;D;8;16;2;4;1;1
D1;27.09.14;Paderborn;M'gladbach;A;24;11;1;1;0;0
D1;27.09.14;Schalke 04;Dortmund;H;11;17;1;1;0;0
D1;27.09.14;Stuttgart;Hannover;H;12;12;3;2;0;0
D1;27.09.14;Wolfsburg;Werder Bremen;H;18;8;0;0;0;0
D1;28.09.14;Augsburg;Hertha;H;8;10;2;4;0;0
D1;28.09.14;Hamburg;Ein Frankfurt;A;14;7;2;2;0;0
D1;03.10.14;Hertha;Stuttgart;H;12;9;2;2;0;0
D1;04.10.14;Bayern Munich;Hannover;H;23;6;0;0;0;0
D1;04.10.14;Dortmund;Hamburg;A;17;10;2;4;0;0
D1;04.10.14;Ein Frankfurt;FC Koln;H;19;12;1;1;0;0
D1;04.10.14;Hoffenheim;Schalke 04;H;20;13;3;4;0;1
D1;04.10.14;Leverkusen;Paderborn;D;21;8;3;3;0;1
D1;04.10.14;Werder Bremen;Freiburg;D;18;7;0;1;0;0
D1;05.10.14;M'gladbach;Mainz;D;18;8;0;3;0;0
D1;05.10.14;Wolfsburg;Augsburg;H;15;7;0;2;0;0
D1;18.10.14;Bayern Munich;Werder Bremen;H;19;0;0;1;0;0
D1;18.10.14;FC Koln;Dortmund;H;5;16;1;3;0;0
D1;18.10.14;Freiburg;Wolfsburg;A;14;15;1;1;0;0
D1;18.10.14;Hannover;M'gladbach;A;11;10;1;1;0;0
D1;18.10.14;Mainz;Augsburg;H;8;15;3;2;0;0
D1;18.10.14;Schalke 04;Hertha;H;7;15;1;1;0;0
D1;18.10.14;Stuttgart;Leverkusen;D;13;17;3;2;0;0
D1;19.10.14;Hamburg;Hoffenheim;D;17;9;1;3;0;0
D1;19.10.14;Paderborn;Ein Frankfurt;H;14;11;0;1;0;0
D1;24.10.14;Werder Bremen;FC Koln;A;11;10;3;0;0;0
D1;25.10.14;Augsburg;Freiburg;H;15;10;3;1;0;0
D1;25.10.14;Dortmund;Hannover;A;17;7;3;4;0;1
D1;25.10.14;Ein Frankfurt;Stuttgart;A;21;20;5;3;1;0
D1;25.10.14;Hertha;Hamburg;H;15;10;0;2;0;0
D1;25.10.14;Hoffenheim;Paderborn;H;19;11;2;3;0;0
D1;25.10.14;Leverkusen;Schalke 04;H;24;4;1;4;1;0
D1;26.10.14;M'gladbach;Bayern Munich;D;11;20;1;3;0;0
D1;26.10.14;Wolfsburg;Mainz;H;24;16;1;3;0;0
D1;31.10.14;Schalke 04;Augsburg;H;13;20;2;2;0;0
D1;01.11.14;Bayern Munich;Dortmund;H;25;10;1;2;0;0
D1;01.11.14;Hamburg;Leverkusen;H;5;11;6;3;0;0
D1;01.11.14;Hannover;Ein Frankfurt;H;14;6;2;2;0;0
D1;01.11.14;Mainz;Werder Bremen;A;21;9;4;3;0;0
D1;01.11.14;Stuttgart;Wolfsburg;A;13;15;1;0;0;0
D1;02.11.14;FC Koln;Freiburg;A;10;8;1;3;0;0
D1;02.11.14;M'gladbach;Hoffenheim;H;13;15;1;1;0;0
D1;02.11.14;Paderborn;Hertha;H;18;10;0;2;0;0
D1;07.11.14;Hertha;Hannover;A;7;12;3;2;0;0
D1;08.11.14;Augsburg;Paderborn;H;11;16;2;3;0;0
D1;08.11.14;Ein Frankfurt;Bayern Munich;A;6;19;2;1;0;0
D1;08.11.14;Freiburg;Schalke 04;H;19;11;1;3;0;0
D1;08.11.14;Hoffenheim;FC Koln;A;22;11;1;2;0;0
D1;08.11.14;Leverkusen;Mainz;D;24;6;1;3;0;0
D1;08.11.14;Werder Bremen;Stuttgart;H;12;8;1;1;0;0
D1;09.11.14;Dortmund;M'gladbach;H;22;1;3;2;0;0
D1;09.11.14;Wolfsburg;Hamburg;H;13;10;2;3;0;0
D1;22.11.14;Bayern Munich;Hoffenheim;H;17;11;2;2;0;1
D1;22.11.14;FC Koln;Hertha;A;12;10;0;3;0;0
D1;22.11.14;Hannover;Leverkusen;A;10;20;3;1;0;0
D1;22.11.14;Mainz;Freiburg;D;11;10;0;1;0;0
D1;22.11.14;M'gladbach;Ein Frankfurt;A;9;25;1;3;1;0
D1;22.11.14;Paderborn;Dortmund;D;8;13;3;1;0;0
D1;22.11.14;Schalke 04;Wolfsburg;H;9;17;1;1;0;0
D1;23.11.14;Hamburg;Werder Bremen;H;14;12;4;3;0;1
D1;23.11.14;Stuttgart;Augsburg;A;9;17;2;3;1;0
D1;28.11.14;Freiburg;Stuttgart;A;16;18;2;1;1;0
D1;29.11.14;Augsburg;Hamburg;H;13;9;1;4;0;0
D1;29.11.14;Hertha;Bayern Munich;A;4;15;1;0;0;0
D1;29.11.14;Hoffenheim;Hannover;H;16;13;1;4;0;0
D1;29.11.14;Leverkusen;FC Koln;H;25;5;1;2;0;0
D1;29.11.14;Schalke 04;Mainz;H;14;22;2;1;0;0
D1;29.11.14;Werder Bremen;Paderborn;H;24;15;2;1;0;0
D1;30.11.14;Ein Frankfurt;Dortmund;H;11;17;2;2;0;0
D1;30.11.14;Wolfsburg;M'gladbach;H;23;10;0;2;0;0
D1;05.12.14;Dortmund;Hoffenheim;H;19;6;1;4;0;0
D1;06.12.14;Bayern Munich;Leverkusen;H;9;3;0;3;0;0
D1;06.12.14;FC Koln;Augsburg;A;12;14;0;1;0;0
D1;06.12.14;Hannover;Wolfsburg;A;16;15;2;1;0;0
D1;06.12.14;M'gladbach;Hertha;H;13;11;2;3;0;0
D1;06.12.14;Paderborn;Freiburg;D;24;4;2;4;0;0
D1;06.12.14;Stuttgart;Schalke 04;A;13;13;0;0;0;0
D1;07.12.14;Ein Frankfurt;Werder Bremen;H;22;10;2;2;0;0
D1;07.12.14;Hamburg;Mainz;H;18;15;1;0;0;0
D1;12.12.14;Hoffenheim;Ein Frankfurt;H;20;19;3;2;0;0
D1;13.12.14;Augsburg;Bayern Munich;A;6;26;0;0;0;0
D1;13.12.14;Freiburg;Hamburg;D;10;10;2;2;0;0
D1;13.12.14;Hertha;Dortmund;H;5;18;2;1;0;0
D1;13.12.14;Mainz;Stuttgart;D;22;8;2;2;0;0
D1;13.12.14;Schalke 04;FC Koln;A;15;6;1;1;0;0
D1;13.12.14;Werder Bremen;Hannover;D;19;12;3;3;0;0
D1;14.12.14;Leverkusen;M'gladbach;D;22;7;4;1;0;0
D1;14.12.14;Wolfsburg;Paderborn;D;21;6;4;2;0;0
D1;16.12.14;Bayern Munich;Freiburg;H;31;2;1;1;0;0
D1;16.12.14;FC Koln;Mainz;D;11;13;2;4;0;0
D1;16.12.14;Hamburg;Stuttgart;A;8;16;1;2;0;1
D1;16.12.14;Hannover;Augsburg;H;10;10;0;3;0;0
D1;17.12.14;Dortmund;Wolfsburg;D;17;10;1;0;0;0
D1;17.12.14;Ein Frankfurt;Hertha;D;16;8;3;2;0;0
D1;17.12.14;Hoffenheim;Leverkusen;A;9;18;1;3;0;0
D1;17.12.14;M'gladbach;Werder Bremen;H;9;9;1;1;0;1
D1;17.12.14;Paderborn;Schalke 04;A;21;16;0;3;0;0
D1;19.12.14;Mainz;Bayern Munich;A;5;12;2;0;0;0
D1;20.12.14;Augsburg;M'gladbach;H;18;14;3;2;0;0
D1;20.12.14;Leverkusen;Ein Frankfurt;D;16;9;3;2;0;0
D1;20.12.14;Schalke 04;Hamburg;D;17;15;1;2;0;0
D1;20.12.14;Stuttgart;Paderborn;D;11;17;1;3;0;0
D1;20.12.14;Werder Bremen;Dortmund;H;12;14;0;0;0;0
D1;20.12.14;Wolfsburg;FC Koln;H;14;10;0;0;0;0
D1;21.12.14;Freiburg;Hannover;D;11;17;3;3;0;0
D1;21.12.14;Hertha;Hoffenheim;A;8;15;3;1;0;0
D1;30.01.15;Wolfsburg;Bayern Munich;H;13;16;2;2;0;0
D1;31.01.15;Freiburg;Ein Frankfurt;H;15;12;3;3;0;0
D1;31.01.15;Hamburg;FC Koln;A;10;15;3;1;0;0
D1;31.01.15;Leverkusen;Dortmund;D;7;10;1;2;0;0
D1;31.01.15;Mainz;Paderborn;H;21;10;0;1;0;0
D1;31.01.15;Schalke 04;Hannover;H;15;13;2;3;1;0
D1;31.01.15;Stuttgart;M'gladbach;A;12;10;3;2;0;0
D1;01.02.15;Augsburg;Hoffenheim;H;15;13;2;3;0;0
D1;01.02.15;Werder Bremen;Hertha;H;19;3;4;3;0;0
D1;03.02.15;Bayern Munich;Schalke 04;D;10;8;3;1;1;0
D1;03.02.15;Ein Frankfurt;Wolfsburg;D;12;9;2;2;0;0
D1;03.02.15;Hannover;Mainz;D;9;17;1;1;0;0
D1;03.02.15;M'gladbach;Freiburg;H;11;15;1;2;0;0
D1;04.02.15;Dortmund;Augsburg;A;15;8;0;1;0;1
D1;04.02.15;FC Koln;Stuttgart;D;5;7;2;0;0;0
D1;04.02.15;Hertha;Leverkusen;A;2;9;2;2;1;0
D1;04.02.15;Hoffenheim;Werder Bremen;A;13;10;1;4;0;0
D1;04.02.15;Paderborn;Hamburg;A;13;12;1;2;0;0
D1;06.02.15;Schalke 04;M'gladbach;H;10;8;1;0;0;0
D1;07.02.15;FC Koln;Paderborn;D;17;9;1;2;0;0
D1;07.02.15;Freiburg;Dortmund;A;7;22;1;2;0;0
D1;07.02.15;Hamburg;Hannover;H;6;21;1;0;0;0
D1;07.02.15;Mainz;Hertha;A;12;11;2;3;1;1
D1;07.02.15;Stuttgart;Bayern Munich;A;4;8;1;1;0;0
D1;07.02.15;Wolfsburg;Hoffenheim;H;9;16;2;1;0;0
D1;08.02.15;Augsburg;Ein Frankfurt;D;11;16;3;3;0;0
D1;08.02.15;Werder Bremen;Leverkusen;H;7;13;1;3;0;0
D1;13.02.15;Dortmund;Mainz;H;21;6;0;1;0;0
D1;14.02.15;Bayern Munich;Hamburg;H;25;7;0;1;0;0
D1;14.02.15;Ein Frankfurt;Schalke 04;H;8;8;5;1;0;0
D1;14.02.15;Hoffenheim;Stuttgart;H;21;7;3;3;0;0
D1;14.02.15;Leverkusen;Wolfsburg;A;15;13;4;1;1;0
D1;14.02.15;M'gladbach;FC Koln;H;19;14;2;4;0;0
D1;14.02.15;Werder Bremen;Augsburg;H;19;16;2;2;0;0
D1;15.02.15;Hannover;Paderborn;A;10;11;3;1;0;0
D1;15.02.15;Hertha;Freiburg;A;11;8;2;2;0;0
D1;20.02.15;Stuttgart;Dortmund;A;7;13;1;2;0;0
D1;21.02.15;Augsburg;Leverkusen;D;16;18;0;3;0;0
D1;21.02.15;FC Koln;Hannover;D;16;7;2;3;0;1
D1;21.02.15;Freiburg;Hoffenheim;D;10;14;2;3;1;0
D1;21.02.15;Mainz;Ein Frankfurt;H;13;8;2;3;0;1
D1;21.02.15;Paderborn;Bayern Munich;A;13;17;0;0;1;0
D1;21.02.15;Schalke 04;Werder Bremen;D;24;14;1;2;0;0
D1;22.02.15;Hamburg;M'gladbach;D;13;12;3;3;0;0
D1;22.02.15;Wolfsburg;Hertha;H;17;3;1;2;0;0
D1;27.02.15;Bayern Munich;FC Koln;H;23;9;0;1;0;0
D1;28.02.15;Dortmund;Schalke 04;H;31;3;2;2;0;0
D1;28.02.15;Ein Frankfurt;Hamburg;H;19;9;2;3;0;1
D1;28.02.15;Hannover;Stuttgart;D;16;9;2;2;1;1
D1;28.02.15;Hertha;Augsburg;H;9;11;3;4;0;0
D1;28.02.15;Hoffenheim;Mainz;H;16;19;3;0;0;0
D1;28.02.15;Leverkusen;Freiburg;H;11;3;1;2;0;0
D1;01.03.15;M'gladbach;Paderborn;H;19;17;0;2;0;0
D1;01.03.15;Werder Bremen;Wolfsburg;A;10;13;2;1;0;0
D1;06.03.15;Stuttgart;Hertha;D;14;7;2;2;0;1
D1;07.03.15;Augsburg;Wolfsburg;H;12;10;1;1;0;0
D1;07.03.15;Freiburg;Werder Bremen;A;14;16;2;1;0;0
D1;07.03.15;Hamburg;Dortmund;D;4;12;5;2;0;0
D1;07.03.15;Hannover;Bayern Munich;A;4;13;1;3;0;0
D1;07.03.15;Mainz;M'gladbach;D;23;6;1;2;0;0
D1;07.03.15;Schalke 04;Hoffenheim;H;14;18;1;1;0;0
D1;08.03.15;FC Koln;Ein Frankfurt;H;9;12;2;2;1;0
D1;08.03.15;Paderborn;Leverkusen;A;9;11;1;1;0;0
D1;13.03.15;Leverkusen;Stuttgart;H;11;9;3;3;0;0
D1;14.03.15;Augsburg;Mainz;A;13;12;0;0;0;0
D1;14.03.15;Dortmund;FC Koln;D;10;7;2;0;0;0
D1;14.03.15;Ein Frankfurt;Paderborn;H;11;8;2;6;0;0
D1;14.03.15;Hertha;Schalke 04;D;13;12;3;2;0;0
D1;14.03.15;Hoffenheim;Hamburg;H;20;10;1;2;0;1
D1;14.03.15;Werder Bremen;Bayern Munich;A;6;13;3;3;0;0
D1;15.03.15;M'gladbach;Hannover;H;23;7;1;0;0;0
D1;15.03.15;Wolfsburg;Freiburg;H;25;16;0;1;0;0
D1;20.03.15;Hamburg;Hertha;A;13;9;2;1;1;0
D1;21.03.15;FC Koln;Werder Bremen;D;14;11;2;2;0;0
D1;21.03.15;Freiburg;Augsburg;H;15;17;1;0;0;0
D1;21.03.15;Hannover;Dortmund;A;15;13;1;1;1;0
D1;21.03.15;Paderborn;Hoffenheim;D;15;8;0;2;0;1
D1;21.03.15;Schalke 04;Leverkusen;A;13;16;2;4;0;0
D1;21.03.15;Stuttgart;Ein Frankfurt;H;9;11;2;2;0;0
D1;22.03.15;Bayern Munich;M'gladbach;A;16;4;0;2;0;0
D1;22.03.15;Mainz;Wolfsburg;D;22;8;0;2;0;0
D1;04.04.15;Dortmund;Bayern Munich;A;15;7;2;3;0;0
D1;04.04.15;Ein Frankfurt;Hannover;D;13;15;2;3;0;0
D1;04.04.15;Freiburg;FC Koln;H;11;19;3;2;0;0
D1;04.04.15;Hoffenheim;M'gladbach;A;22;12;3;2;0;0
D1;04.04.15;Leverkusen;Hamburg;H;25;4;3;2;0;0
D1;04.04.15;Werder Bremen;Mainz;D;15;15;4;2;0;0
D1;04.04.15;Wolfsburg;Stuttgart;H;23;13;1;2;0;0
D1;05.04.15;Augsburg;Schalke 04;D;21;18;3;3;0;0
D1;05.04.15;Hertha;Paderborn;H;13;8;1;4;0;0
D1;10.04.15;Hannover;Hertha;D;11;9;3;1;0;0
D1;11.04.15;Bayern Munich;Ein Frankfurt;H;19;4;1;3;0;0
D1;11.04.15;Hamburg;Wolfsburg;A;5;15;3;1;1;0
D1;11.04.15;Mainz;Leverkusen;A;8;9;1;2;0;0
D1;11.04.15;M'gladbach;Dortmund;H;12;17;1;0;0;0
D1;11.04.15;Paderborn;Augsburg;H;14;16;1;2;0;0
D1;11.04.15;Schalke 04;Freiburg;D;21;10;2;3;0;0
D1;12.04.15;FC Koln;Hoffenheim;H;18;24;4;2;1;0
D1;12.04.15;Stuttgart;Werder Bremen;H;15;12;1;3;1;0
D1;17.04.15;Ein Frankfurt;M'gladbach;D;17;11;3;2;0;0
D1;18.04.15;Augsburg;Stuttgart;H;12;16;2;4;0;0
D1;18.04.15;Dortmund;Paderborn;H;21;2;1;0;0;0
D1;18.04.15;Freiburg;Mainz;A;25;12;1;1;0;0
D1;18.04.15;Hertha;FC Koln;D;10;7;0;1;0;0
D1;18.04.15;Hoffenheim;Bayern Munich;A;8;20;3;3;0;0
D1;18.04.15;Leverkusen;Hannover;H;25;5;1;3;0;0
D1;19.04.15;Werder Bremen;Hamburg;H;11;8;1;3;0;1
D1;19.04.15;Wolfsburg;Schalke 04;D;26;7;2;2;0;0
D1;24.04.15;Mainz;Schalke 04;H;11;18;0;2;0;0
D1;25.04.15;Bayern Munich;Hertha;H;16;8;0;1;0;0
D1;25.04.15;Dortmund;Ein Frankfurt;H;12;11;3;3;0;0
D1;25.04.15;FC Koln;Leverkusen;D;14;9;2;3;0;0
D1;25.04.15;Hamburg;Augsburg;H;15;14;3;1;0;0
D1;25.04.15;Hannover;Hoffenheim;A;12;13;5;2;0;0
D1;25.04.15;Stuttgart;Freiburg;D;11;14;3;2;1;0
D1;26.04.15;M'gladbach;Wolfsburg;H;19;9;2;2;0;0
D1;26.04.15;Paderborn;Werder Bremen;D;20;13;1;1;1;0
D1;02.05.15;Augsburg;FC Koln;D;16;6;0;0;0;0
D1;02.05.15;Freiburg;Paderborn;A;15;14;1;3;0;0
D1;02.05.15;Hoffenheim;Dortmund;D;15;11;1;3;0;0
D1;02.05.15;Leverkusen;Bayern Munich;H;20;9;1;4;0;0
D1;02.05.15;Schalke 04;Stuttgart;H;20;15;1;0;0;0
D1;02.05.15;Werder Bremen;Ein Frankfurt;H;16;14;2;2;0;0
D1;02.05.15;Wolfsburg;Hannover;D;20;15;1;1;0;0
D1;03.05.15;Hertha;M'gladbach;A;10;18;2;3;0;0
D1;03.05.15;Mainz;Hamburg;A;9;13;4;2;1;0
D1;08.05.15;Hamburg;Freiburg;D;16;15;0;1;0;0
D1;09.05.15;Bayern Munich;Augsburg;A;16;12;2;1;1;0
D1;09.05.15;Dortmund;Hertha;H;15;2;2;3;0;0
D1;09.05.15;Ein Frankfurt;Hoffenheim;H;13;8;3;3;0;0
D1;09.05.15;Hannover;Werder Bremen;D;12;9;4;1;0;0
D1;09.05.15;M'gladbach;Leverkusen;H;10;19;2;3;0;0
D1;09.05.15;Stuttgart;Mainz;H;18;7;2;1;0;0
D1;10.05.15;FC Koln;Schalke 04;H;13;5;1;2;0;0
D1;10.05.15;Paderborn;Wolfsburg;A;16;10;0;3;0;0
D1;16.05.15;Augsburg;Hannover;A;8;8;1;4;2;1
D1;16.05.15;Freiburg;Bayern Munich;H;9;17;1;0;0;0
D1;16.05.15;Hertha;Ein Frankfurt;D;9;1;3;5;0;0
D1;16.05.15;Leverkusen;Hoffenheim;H;13;16;2;0;0;0
D1;16.05.15;Mainz;FC Koln;H;18;12;1;3;0;0
D1;16.05.15;Schalke 04;Paderborn;H;18;22;3;2;0;0
D1;16.05.15;Stuttgart;Hamburg;H;22;7;1;5;0;0
D1;16.05.15;Werder Bremen;M'gladbach;A;19;14;0;1;0;0
D1;16.05.15;Wolfsburg;Dortmund;H;12;17;4;2;0;0
D1;23.05.15;Bayern Munich;Mainz;H;20;7;0;0;0;0
D1;23.05.15;Dortmund;Werder Bremen;H;22;7;0;0;0;0
D1;23.05.15;Ein Frankfurt;Leverkusen;H;8;19;2;0;0;0
D1;23.05.15;FC Koln;Wolfsburg;D;12;15;0;0;0;0
D1;23.05.15;Hamburg;Schalke 04;H;11;11;1;2;0;0
D1;23.05.15;Hannover;Freiburg;H;11;9;3;2;0;0
D1;23.05.15;Hoffenheim;Hertha;H;16;4;2;2;0;0
D1;23.05.15;M'gladbach;Augsburg;A;10;15;4;2;1;0
D1;23.05.15;Paderborn;Stuttgart;A;15;18;2;2;0;0
