Div;Date;HomeTeam;AwayTeam;FTR;HS;AS;HY;AY;HR;AR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BbMxAHA;BbAvAHA
D1;16.12.11;Bayern Munich;FC Koln;H;17;4;0;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Nov;02. Mai
D1;17.12.11;Freiburg;Dortmund;A;14;11;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Jan 94
D1;17.12.11;Hamburg;Augsburg;D;23;11;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 95;Jan 89
D1;17.12.11;Hoffenheim;Hertha;D;16;9;4;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01. Sep;Jan 86
D1;17.12.11;Leverkusen;Nurnberg;A;13;11;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Mai;2
D1;17.12.11;Schalke 04;Werder Bremen;H;15;10;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 88;Jan 84
D1;17.12.11;Wolfsburg;Stuttgart;H;19;12;3;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 94;Jan 88
D1;18.12.11;Kaiserslautern;Hannover;D;19;8;1;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 97;Jan 92
D1;18.12.11;M'gladbach;Mainz;H;6;12;3;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Feb;Jan 97
D1;20.01.12;M'gladbach;Bayern Munich;H;9;17;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 97;01. Sep
D1;21.01.12;Freiburg;Augsburg;H;15;4;1;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 81;Jan 78
D1;21.01.12;Hoffenheim;Hannover;D;10;9;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 98;Jan 93
D1;21.01.12;Kaiserslautern;Werder Bremen;D;19;14;2;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 13;02. Aug
D1;21.01.12;Nurnberg;Hertha;H;10;12;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. MŠr;Jan 99
D1;21.01.12;Schalke 04;Stuttgart;H;14;13;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Jun;2
D1;21.01.12;Wolfsburg;FC Koln;H;18;10;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 16;02. Aug
D1;22.01.12;Hamburg;Dortmund;A;9;22;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 87;Jan 82
D1;22.01.12;Leverkusen;Mainz;H;9;17;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 88;Jan 83
D1;27.01.12;Hannover;Nurnberg;H;13;10;3;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 95;Jan 89
D1;28.01.12;Augsburg;Kaiserslautern;D;15;15;2;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 13;02. Mai
D1;28.01.12;Bayern Munich;Wolfsburg;H;9;8;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Dez;02. MŠr
D1;28.01.12;Dortmund;Hoffenheim;H;18;8;1;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 91;Jan 86
D1;28.01.12;FC Koln;Schalke 04;A;8;14;1;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Jan 94
D1;28.01.12;Hertha;Hamburg;A;18;13;3;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 88;Jan 83
D1;28.01.12;Werder Bremen;Leverkusen;D;16;13;3;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 96;Jan 91
D1;29.01.12;Mainz;Freiburg;H;18;5;2;2;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Feb;Jan 96
D1;29.01.12;Stuttgart;M'gladbach;A;14;18;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Jan;02. Jan
D1;03.02.12;Nurnberg;Dortmund;A;12;11;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Sep;02. Apr
D1;04.02.12;Hamburg;Bayern Munich;D;13;22;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 89;Jan 85
D1;04.02.12;Hertha;Hannover;A;15;9;0;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 85;Jan 81
D1;04.02.12;Hoffenheim;Augsburg;D;13;11;4;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 75;Jan 71
D1;04.02.12;Leverkusen;Stuttgart;D;13;14;1;6;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 94;01. Sep
D1;04.02.12;Schalke 04;Mainz;D;10;15;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Mai;Jan 96
D1;04.02.12;Wolfsburg;M'gladbach;D;11;5;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 13;02. Jul
D1;05.02.12;Freiburg;Werder Bremen;D;18;8;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 99;Jan 93
D1;05.02.12;Kaiserslautern;FC Koln;A;6;18;2;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 96;Jan 88
D1;10.02.12;Wolfsburg;Freiburg;H;15;8;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 25;02. Jan
D1;11.02.12;Bayern Munich;Kaiserslautern;H;18;5;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 24;Feb 14
D1;11.02.12;Dortmund;Leverkusen;H;14;3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. MŠr;Jan 95
D1;11.02.12;Mainz;Hannover;D;13;15;3;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Jan;Jan 95
D1;11.02.12;M'gladbach;Schalke 04;H;10;10;1;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 84;Jan 77
D1;11.02.12;Stuttgart;Hertha;H;19;4;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Feb;Jan 97
D1;11.02.12;Werder Bremen;Hoffenheim;D;14;11;3;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 98;Jan 94
D1;12.02.12;Augsburg;Nurnberg;D;9;12;2;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 99;Jan 92
D1;12.02.12;FC Koln;Hamburg;A;10;19;3;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Jan 95
D1;17.02.12;Hoffenheim;Mainz;D;16;7;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 97;Jan 88
D1;18.02.12;Freiburg;Bayern Munich;D;13;9;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 97;Jan 91
D1;18.02.12;Hamburg;Werder Bremen;A;18;13;1;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 88;Jan 83
D1;18.02.12;Hertha;Dortmund;A;6;14;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 88;Jan 81
D1;18.02.12;Kaiserslautern;M'gladbach;A;14;8;3;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Feb;Jan 97
D1;18.02.12;Leverkusen;Augsburg;H;12;6;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Mai;Jan 99
D1;18.02.12;Nurnberg;FC Koln;H;19;7;3;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 93;Jan 87
D1;19.02.12;Hannover;Stuttgart;H;21;11;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Dez;02. Feb
D1;19.02.12;Schalke 04;Wolfsburg;H;13;13;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Sep;02. Jan
D1;24.02.12;M'gladbach;Hamburg;D;9;11;1;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 93;Jan 87
D1;25.02.12;Augsburg;Hertha;H;11;7;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 96;Jan 91
D1;25.02.12;FC Koln;Leverkusen;A;11;22;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 97;Jan 94
D1;25.02.12;Mainz;Kaiserslautern;H;11;6;1;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 89;Jan 85
D1;25.02.12;Stuttgart;Freiburg;H;17;10;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Feb;Jan 97
D1;25.02.12;Werder Bremen;Nurnberg;A;20;11;3;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 87;01. Aug
D1;25.02.12;Wolfsburg;Hoffenheim;A;13;14;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Mai;Jan 94
D1;26.02.12;Bayern Munich;Schalke 04;H;23;12;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 95;01. Sep
D1;26.02.12;Dortmund;Hannover;H;21;7;3;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 85;01. Aug
D1;03.03.12;Dortmund;Mainz;H;18;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 97;Jan 92
D1;03.03.12;Freiburg;Schalke 04;H;11;15;2;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Feb;Jan 97
D1;03.03.12;Hamburg;Stuttgart;A;9;15;1;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 22;Feb 15
D1;03.03.12;Hannover;Augsburg;D;12;15;1;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 95;Jan 91
D1;03.03.12;Hertha;Werder Bremen;H;5;17;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Nov;02. Feb
D1;03.03.12;Kaiserslautern;Wolfsburg;D;12;15;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 91;Jan 86
D1;03.03.12;Leverkusen;Bayern Munich;H;15;15;2;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Mai;Jan 98
D1;04.03.12;Hoffenheim;FC Koln;D;23;9;3;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 85;Jan 81
D1;04.03.12;Nurnberg;M'gladbach;H;16;8;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 21;02. Dez
D1;09.03.12;Stuttgart;Kaiserslautern;D;22;7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 22;02. Nov
D1;10.03.12;Augsburg;Dortmund;D;4;14;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 97;Jan 92
D1;10.03.12;Bayern Munich;Hoffenheim;H;19;4;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 86;Jan 82
D1;10.03.12;FC Koln;Hertha;H;16;14;2;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 83;Jan 79
D1;10.03.12;Mainz;Nurnberg;H;13;15;0;5;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 88;Jan 85
D1;10.03.12;M'gladbach;Freiburg;D;13;6;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 93;Jan 87
D1;10.03.12;Wolfsburg;Leverkusen;H;11;7;5;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 15;02. Jun
D1;11.03.12;Schalke 04;Hamburg;H;11;20;3;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Mai;2
D1;11.03.12;Werder Bremen;Hannover;H;10;14;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 98;Jan 93
D1;16.03.12;Hoffenheim;Stuttgart;A;18;12;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 15;02. Jul
D1;17.03.12;Augsburg;Mainz;H;10;10;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01. Aug;Jan 74
D1;17.03.12;Dortmund;Werder Bremen;H;18;4;1;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 95;Jan 91
D1;17.03.12;Hamburg;Freiburg;A;15;12;0;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 82;Jan 79
D1;17.03.12;Hertha;Bayern Munich;A;7;15;3;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 83;Jan 76
D1;17.03.12;Leverkusen;M'gladbach;A;22;11;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 85;Jan 81
D1;17.03.12;Nurnberg;Wolfsburg;A;5;10;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 88;Jan 83
D1;18.03.12;Hannover;FC Koln;H;18;14;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 18;02. Aug
D1;18.03.12;Kaiserslautern;Schalke 04;A;10;19;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 83;01. Aug
D1;23.03.12;Wolfsburg;Hamburg;H;15;6;4;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 25;Feb 13
D1;24.03.12;Bayern Munich;Hannover;H;12;8;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Apr;Jan 99
D1;24.03.12;Freiburg;Kaiserslautern;H;10;4;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 91;Jan 87
D1;24.03.12;Mainz;Hertha;A;15;13;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Jan;Jan 96
D1;24.03.12;M'gladbach;Hoffenheim;A;12;13;3;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Feb;Jan 93
D1;24.03.12;Schalke 04;Leverkusen;H;17;8;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Jan 95
D1;24.03.12;Werder Bremen;Augsburg;D;17;15;3;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 85;Jan 77
D1;25.03.12;FC Koln;Dortmund;A;5;15;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 96;Jan 92
D1;25.03.12;Stuttgart;Nurnberg;H;8;17;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Jul;02. MŠr
D1;30.03.12;Dortmund;Stuttgart;D;27;11;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 85;Jan 82
D1;31.03.12;Augsburg;FC Koln;H;14;4;1;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 92;Jan 89
D1;31.03.12;Hertha;Wolfsburg;A;13;13;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 18;02. Sep
D1;31.03.12;Kaiserslautern;Hamburg;A;18;12;4;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Jan 94
D1;31.03.12;Leverkusen;Freiburg;A;11;8;1;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Jan;Jan 97
D1;31.03.12;Nurnberg;Bayern Munich;A;6;12;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 16;02. Jul
D1;31.03.12;Werder Bremen;Mainz;A;19;9;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Jan;02. Apr
D1;01.04.12;Hannover;M'gladbach;H;12;14;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 96;Jan 91
D1;01.04.12;Hoffenheim;Schalke 04;D;15;19;2;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 81;Jan 74
D1;07.04.12;Bayern Munich;Augsburg;H;18;7;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Mai;Jan 97
D1;07.04.12;FC Koln;Werder Bremen;D;13;7;3;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01. Aug;Jan 73
D1;07.04.12;Freiburg;Nurnberg;D;12;14;3;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 55;Feb 45
D1;07.04.12;Kaiserslautern;Hoffenheim;A;14;13;3;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 86;Jan 82
D1;07.04.12;M'gladbach;Hertha;D;12;6;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 86;Jan 82
D1;07.04.12;Stuttgart;Mainz;H;10;14;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Feb;Feb 13
D1;07.04.12;Wolfsburg;Dortmund;A;11;11;1;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Jan;02. Feb
D1;08.04.12;Hamburg;Leverkusen;D;18;15;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01. Sep;Jan 84
D1;08.04.12;Schalke 04;Hannover;H;16;4;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Mai;2
D1;10.04.12;Augsburg;Stuttgart;A;20;14;2;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 85;Jan 81
D1;10.04.12;Hertha;Freiburg;A;12;10;4;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Aug;02. Jan
D1;10.04.12;Mainz;FC Koln;H;7;3;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Aug;Jan 99
D1;10.04.12;Werder Bremen;M'gladbach;D;14;23;0;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 17;02. Aug
D1;11.04.12;Dortmund;Bayern Munich;H;13;7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Sep;2
D1;11.04.12;Hannover;Wolfsburg;H;7;13;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Aug;02. MŠr
D1;11.04.12;Hoffenheim;Hamburg;H;11;11;2;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Jun;02. Jan
D1;11.04.12;Leverkusen;Kaiserslautern;H;15;16;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 95;Jan 89
D1;11.04.12;Nurnberg;Schalke 04;H;12;6;1;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 71;Jan 67
D1;13.04.12;Stuttgart;Werder Bremen;H;18;9;1;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 19;Feb 13
D1;14.04.12;Bayern Munich;Mainz;D;14;5;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01. Sep;Jan 85
D1;14.04.12;Hamburg;Hannover;H;15;7;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 33;Feb 22
D1;14.04.12;Kaiserslautern;Nurnberg;A;15;11;3;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 76;Jan 71
D1;14.04.12;Leverkusen;Hertha;D;17;17;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Feb;Jan 96
D1;14.04.12;Schalke 04;Dortmund;A;16;14;3;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01. Sep;Jan 85
D1;14.04.12;Wolfsburg;Augsburg;A;23;9;3;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 89;Jan 83
D1;15.04.12;Freiburg;Hoffenheim;D;10;7;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 93;Jan 88
D1;15.04.12;M'gladbach;FC Koln;H;16;8;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Dez;02. Jun
D1;20.04.12;Mainz;Wolfsburg;D;15;11;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 22;Feb 16
D1;21.04.12;Dortmund;M'gladbach;H;18;4;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 28;Feb 17
D1;21.04.12;FC Koln;Stuttgart;D;19;11;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01. Jul;Jan 67
D1;21.04.12;Hertha;Kaiserslautern;A;11;15;1;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 25;Feb 17
D1;21.04.12;Hoffenheim;Leverkusen;A;15;10;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 25;Feb 15
D1;21.04.12;Nurnberg;Hamburg;D;13;7;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Jan;Jan 97
D1;21.04.12;Werder Bremen;Bayern Munich;A;16;15;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Aug;02. Jan
D1;22.04.12;Augsburg;Schalke 04;D;15;5;4;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Jan 93
D1;22.04.12;Hannover;Freiburg;D;17;11;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. MŠr;Jan 97
D1;28.04.12;Bayern Munich;Stuttgart;H;15;9;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 76;Jan 72
D1;28.04.12;Freiburg;FC Koln;H;17;9;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 33;Feb 23
D1;28.04.12;Hamburg;Mainz;D;15;12;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 77;Jan 74
