Div;Date;HomeTeam;AwayTeam;FTR;HS;AS;HY;AY;HR;AR
D1;24.08.12;Dortmund;Werder Bremen;H;19;10;2;2;0;0
D1;25.08.12;Augsburg;Fortuna Dusseldorf;A;16;9;3;2;0;0
D1;25.08.12;Ein Frankfurt;Leverkusen;H;20;19;1;2;0;0
D1;25.08.12;Freiburg;Mainz;D;8;8;0;2;0;0
D1;25.08.12;Greuther Furth;Bayern Munich;A;6;19;2;2;0;0
D1;25.08.12;Hamburg;Nurnberg;A;11;18;4;2;0;0
D1;25.08.12;M'gladbach;Hoffenheim;H;7;14;2;0;0;0
D1;25.08.12;Stuttgart;Wolfsburg;A;10;13;1;0;0;0
D1;26.08.12;Hannover;Schalke 04;D;9;15;1;3;0;0
D1;31.08.12;Mainz;Greuther Furth;A;11;7;1;3;0;0
D1;01.09.12;Fortuna Dusseldorf;M'gladbach;D;5;13;3;2;0;0
D1;01.09.12;Hoffenheim;Ein Frankfurt;A;7;17;1;2;2;0
D1;01.09.12;Leverkusen;Freiburg;H;14;8;1;1;0;0
D1;01.09.12;Nurnberg;Dortmund;D;6;18;2;2;0;0
D1;01.09.12;Schalke 04;Augsburg;H;12;22;1;2;0;0
D1;01.09.12;Werder Bremen;Hamburg;H;16;11;0;1;0;0
D1;02.09.12;Bayern Munich;Stuttgart;H;16;7;1;1;0;1
D1;02.09.12;Wolfsburg;Hannover;A;5;16;2;1;1;0
D1;14.09.12;Augsburg;Wolfsburg;D;7;11;1;2;0;0
D1;15.09.12;Bayern Munich;Mainz;H;21;7;1;2;0;0
D1;15.09.12;Dortmund;Leverkusen;H;14;6;1;2;0;0
D1;15.09.12;Greuther Furth;Schalke 04;A;9;10;2;0;0;0
D1;15.09.12;Hannover;Werder Bremen;H;13;11;3;3;1;0
D1;15.09.12;M'gladbach;Nurnberg;A;14;11;2;2;0;0
D1;15.09.12;Stuttgart;Fortuna Dusseldorf;D;10;6;1;0;0;0
D1;16.09.12;Ein Frankfurt;Hamburg;H;17;14;0;1;0;1
